filename,reference,hypothesis,sample_wer_%,sample_cer_%
P-051_Case_34.wav,She loves me.,She loves me.,0.0,0.0
P-051_Case_35.wav,Ayesha loves her.,Ayesha loves her.,0.0,0.0
P-051_Case_37.wav,Yesterday they (not here) caught the thief.,Yesterday they (not here) caught the thief.,0.0,0.0
P-051_Case_41.wav,He is working only for his family.,He is working only for his family.,0.0,0.0
P-051_Case_46.wav,My sister is in school.,My sister is in school.,0.0,0.0
P-051_Case_49.wav,She broke the nut with a stone.,She broke the nut with a stone.,0.0,0.0
P-051_Case_50.wav,We washed the clothes with soap.,We washed the clothes with soap.,0.0,0.0
P-051_Case_53.wav,Leaves are falling down from the tree.,Leaves are falling down from the tree.,0.0,0.0
P-051_Case_57.wav,Last year it had rained in October.,Last year it had rained in October.,0.0,0.0
P-051_Case_59.wav,I will play with my brother.,I will play with my brother.,0.0,0.0
P-051_Case_61.wav,My friend’s sister was ill.,My friend’s sister was ill.,0.0,0.0
P-051_Case_62.wav,He cut the meat with a knife.,He cut the meat with a knife.,0.0,0.0
P-051_Cau_316.wav,Mother made me go outside.,Mother made me go outside.,0.0,0.0
P-051_Cau_320.wav,I made him break the glass.,I made him break the glass.,0.0,0.0
P-051_Cau_322.wav,The dog made the baby cry.,The dog made the baby cry.,0.0,0.0
P-051_Cau_325.wav,The chair was broken by the children.,The chair was broken by the children.,0.0,0.0
P-051_Cau_327.wav,He made the child sit quietly.,He made the child sit quietly.,0.0,0.0
P-051_Cau_332.wav,The teacher made the students write the answer.,The teacher made the students write the answer.,0.0,0.0
P-051_Cau_335.wav,The loud noise made the birds fly away.,The loud noise made the birds fly away.,0.0,0.0
P-051_Cau_336.wav,The wind made the trees fall.,The wind made the trees fall.,0.0,0.0
P-051_Cau_343.wav,The joke made everyone laugh.,The joke made everyone laugh.,0.0,0.0
P-051_Cau_344.wav,The teacher made them read the story again.,The teacher made them read the story again.,0.0,0.0
P-051_Cls_185.wav,People have gathered here.,People have gathered here.,0.0,0.0
P-051_Cls_186.wav,Dogs are barking.,Dogs are barking.,0.0,0.0
P-051_Cls_187.wav,This is a tall tree.,This is a tall tree.,0.0,0.0
P-051_Cls_195.wav,We built the house with stones.,We built the house with stones.,0.0,0.0
P-051_Cls_197.wav,Tie them with a rope.,Tie them with a rope.,0.0,0.0
P-051_Cls_205.wav,She ate four oranges.,She ate four oranges.,0.0,0.0
P-051_Cls_210.wav,They carried ten bags of rice.,They carried ten bags of rice.,0.0,0.0
P-051_Cls_211.wav,The shop has many kinds of flowers.,The shop has many kinds of flowers.,0.0,0.0
P-051_ECV_165.wav,Sleep after eating.,Sleep after eating.,0.0,0.0
P-051_ECV_166.wav,"Having eaten this food, he went to sleep.","Having eaten this food, he went to sleep.",0.0,0.0
P-051_ECV_170.wav,"Simra sang, danced, and entertained the guests.","Simra sang, danced, and entertained the guests.",0.0,0.0
P-051_ECV_173.wav,She cooked food and served the children.,She cooked food and served the children.,0.0,0.0
P-051_ECV_174.wav,They shouted and clapped.,They shouted and clapped.,0.0,0.0
P-051_ECV_177.wav,She went to the market to buy vegetables.,She went to the market with some vegetables.,25.0,17.07
P-051_ECV_183.wav,"After finishing the meeting, we went home.","After finishing the meeting, we went home.",0.0,0.0
P-051_Imp_472.wav,Read this.,Read this.,0.0,0.0
P-051_Imp_474.wav,Open the door.,Open the door.,0.0,0.0
P-051_Imp_477.wav,Give me that book.,Give me that book.,0.0,0.0
P-051_Imp_490.wav,Wash your hands before eating.,Wash your hands before eating.,0.0,0.0
P-051_Imp_491.wav,Please wait a moment.,Please wait a moment.,0.0,0.0
P-051_Imp_494.wav,Let them speak.,Let them speak.,0.0,0.0
P-051_Imp_500.wav,Bring me your notes tomorrow.,Bring me your notes.,40.0,31.03
P-051_Int_215.wav,Where are you going?,Where are you going?,0.0,0.0
P-051_Int_216.wav,Who is coming with you?,Who is coming with you?,0.0,0.0
P-051_Int_218.wav,When will you return?,Why didn’t you come back?,100.0,71.43
P-051_Int_221.wav,Whose bag is this?,Whose bag is this?,0.0,0.0
P-051_Int_229.wav,Why didn’t you come yesterday?,Why didn’t you come yesterday?,0.0,0.0
P-051_Int_230.wav,Do you have money?,Do you have money?,0.0,0.0
P-051_Int_231.wav,Who are you waiting for?,Who are you waiting for?,0.0,0.0
P-051_Int_238.wav,Who will help us tomorrow?,Who will help us tomorrow?,0.0,0.0
P-051_Int_240.wav,When did you see him?,When did you see him?,0.0,0.0
P-051_Int_353.wav,Do you trust him?,Do you trust him?,0.0,0.0
P-051_Int_355.wav,Did it rain last night?,Yesterday it was raining.,80.0,82.61
P-051_Int_358.wav,What are they looking at?,What are they looking at?,0.0,0.0
P-051_Int_359.wav,Whom did she meet there?,Whom did she meet there?,0.0,0.0
P-051_Int_366.wav,Whose child is this?,Whose child is this?,0.0,0.0
P-051_Int_369.wav,Should we go now?,Should we go now?,0.0,0.0
P-051_Int_371.wav,Why didn’t you tell me?,Why didn’t you tell me?,0.0,0.0
P-051_Int_373.wav,Don’t they know the truth?,Don’t they know the truth?,0.0,0.0
P-051_Neg_101.wav,They have finished their job.,They have finished their job.,0.0,0.0
P-051_Neg_103.wav,I had not eaten yet.,I had not eaten yet.,0.0,0.0
P-051_Neg_113.wav,I never drink juice.,I never drink juice.,0.0,0.0
P-051_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,0.0,0.0
P-051_Neg_94a.wav,He (right here) is not a teacher.,He (right here) is not a teacher.,0.0,0.0
P-051_Neg_94d.wav,She (not here) is not a teacher.,She (not here) is not a teacher.,0.0,0.0
P-051_Pas_452.wav,The girl was taught by her mother.,The girl was taught by her mother.,0.0,0.0
P-051_Pas_455.wav,The baby was carried.,The baby was carried.,0.0,0.0
P-051_Pas_457.wav,The door will be painted tomorrow.,The door will be painted tomorrow.,0.0,0.0
P-051_Pas_462.wav,The thief was caught by the police.,The thief was caught by the police.,0.0,0.0
P-051_Pas_464.wav,The bridge was destroyed by the flood.,The bridge was destroyed by the flood.,0.0,0.0
P-051_Pas_465.wav,The story was told by the teacher.,The story was told by the teacher.,0.0,0.0
P-051_Pos_376.wav,I have a book.,I have a book.,0.0,0.0
P-051_Pos_379.wav,He has a house in the village.,He has a house in the village.,0.0,0.0
P-051_Pos_380.wav,We have three goats.,We have three goats.,0.0,0.0
P-051_Pos_388.wav,He has fever.,He has fever.,0.0,0.0
P-051_Pos_394.wav,The bag has five pockets.,The bag has five pockets.,0.0,0.0
P-051_Pos_398.wav,The river has clear water.,The river has clear water.,0.0,0.0
P-051_Pos_400.wav,The city has many parks.,The city has many parks.,0.0,0.0
P-051_Pos_404.wav,I have work to do today.,I have work to do today.,0.0,0.0
P-051_Pro_249.wav,We will go tomorrow.,We will go tomorrow.,0.0,0.0
P-051_Pro_263.wav,This belongs to her.,She is beautiful.,100.0,70.0
P-051_Pro_265.wav,That is a big tree.,That is a big tree.,0.0,0.0
P-051_Pro_272.wav,They live near here.,They live near here.,0.0,0.0
P-051_Pro_274.wav,He came yesterday.,He came yesterday.,0.0,0.0
P-051_Ref_126.wav,You cooked rice yourself.,You cooked rice yourself.,0.0,0.0
P-051_Ref_130.wav,They told me about themselves.,They told me about themselves.,0.0,0.0
P-051_Ref_144.wav,He closed the door by himself.,He closed the door by himself.,0.0,0.0
P-051_Ref_153.wav,They hugged each other and cried.,They hugged each other and cried.,0.0,0.0
P-051_Simple_1.wav,I like mangoes.,I like mangoes.,0.0,0.0
P-051_Simple_12a.wav,He (right here) saw that they are playing with a stone.,He (right here) saw that they are playing with a stone.,0.0,0.0
P-051_Simple_13a.wav,She (right here) said that the woman is sleeping on the floor.,She (right here) thinks that the woman is on the tree.,25.0,30.65
P-051_Simple_14.wav,I want to go to the town tonight.,I want to go to the town tonight.,0.0,0.0
P-051_Simple_18.wav,I will go when my mother comes.,I will go when my mother comes.,0.0,0.0
P-051_Simple_24.wav,We stayed inside because it was cold.,We stayed inside because it was cold.,0.0,0.0
P-051_Simple_27.wav,She (right here) thinks that he (not here) will come tomorrow.,She (right here) thinks that he (not here) will come tomorrow.,0.0,0.0
P-051_Simple_6.wav,I have a headache.,I have a headache.,0.0,0.0
P-051_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,0.0,0.0
P-051_TAM_67.wav,I fell down when she pushed me.,I fell down when she pushed me.,0.0,0.0
P-051_TAM_75.wav,You walk to school daily.,You walk to school daily.,0.0,0.0
P-051_TAM_77.wav,She goes to the market daily.,She goes to the market daily.,0.0,0.0
P-051_TAM_82.wav,I might walk there later.,I might walk there later.,0.0,0.0
P-051_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,0.0,0.0
P-051_TAM_90.wav,"I want to walk, but I am tired.","I want to walk, but I am tired.",0.0,0.0
P-051_TAM_91.wav,"If it rains, we will walk later.","If it rains, we will walk later.",0.0,0.0
P-051_TAM_92.wav,Jemal is not walking tomorrow.,Jemal is not walking tomorrow.,0.0,0.0
P-051_Val_283.wav,The child woke up.,The child woke up.,0.0,0.0
P-051_Val_289.wav,The light turned off.,The light turned off.,0.0,0.0
P-051_Val_295.wav,The ice melted.,The ice melted.,0.0,0.0
P-051_Val_300.wav,The noise made the baby cry.,The noise made the baby cry.,0.0,0.0
P-051_Val_302.wav,They burned the firewood.,They burned the firewood.,0.0,0.0
P-051_Val_307.wav,He swam.,He swam.,0.0,0.0
P-051_Val_312.wav,He opened the window with a stick.,He opened the window with a stick.,0.0,0.0
P-051_Val_314.wav,She rolled the ball toward him.,She rolled the ball toward him.,0.0,0.0
P-062_Case_32.wav,She (right here) hit the bear.,She (right here) hit the bear.,0.0,0.0
P-062_Case_33.wav,The boy broke the pot.,The boy broke the pot.,0.0,0.0
P-062_Case_39.wav,Ahmed gave a flower to his wife.,Ahmed gave a flower to his wife.,0.0,0.0
P-062_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,0.0,0.0
P-062_Case_43.wav,She gave bread to the child.,She gave bread to the child.,0.0,0.0
P-062_Case_47.wav,We are at home.,We are at home.,0.0,0.0
P-062_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,0.0,0.0
P-062_Case_51.wav,My sister is in school.,My sister is in school.,0.0,0.0
P-062_Case_55.wav,He is in the house.,He is in the house.,0.0,0.0
P-062_Case_56.wav,I shall go to the north tomorrow.,I shall go to the north tomorrow.,0.0,0.0
P-062_Case_58.wav,Ali went with Ahmed.,Ali went with Ahmed.,0.0,0.0
P-062_Case_64.wav,She cooked food for her brother.,She cooked food for her brother.,0.0,0.0
P-062_Cau_315.wav,The nurse fed the baby.,The nurse fed the baby.,0.0,0.0
P-062_Cau_321.wav,Aqsa made him food.,Aqsa made him food.,0.0,0.0
P-062_Cau_325.wav,The chair was broken by the children.,The chair was broken by the children.,0.0,0.0
P-062_Cau_331.wav,He made her open the door.,He made her open the door.,0.0,0.0
P-062_Cau_332.wav,The teacher made the students write the answer.,The teacher made the students write the answer.,0.0,0.0
P-062_Cau_343.wav,The joke made everyone laugh.,The joke made everyone laugh.,0.0,0.0
P-062_Cls_186.wav,Dogs are barking.,Dogs are barking.,0.0,0.0
P-062_Cls_190.wav,This log of wood is thick.,This log of wood is thick.,0.0,0.0
P-062_Cls_191.wav,This is a door.,This is a door.,0.0,0.0
P-062_Cls_200.wav,The labourer needs fifty stones to build a house.,The labourer needs fifty stones to build a house.,0.0,0.0
P-062_Cls_206.wav,Bring two cups of water.,Bring two cups of water.,0.0,0.0
P-062_Cls_209.wav,She picked six small stones.,She picked six small stones.,0.0,0.0
P-062_ECV_154.wav,She has gone outside the house.,She has gone outside the house.,0.0,0.0
P-062_ECV_167.wav,I came here to see you.,I came here to see you.,0.0,0.0
P-062_ECV_170.wav,"Simra sang, danced, and entertained the guests.","Simra sang, danced, and entertained the guests.",0.0,0.0
P-062_ECV_173.wav,She cooked food and served the children.,She cooked food and served the children.,0.0,0.0
P-062_ECV_177.wav,She went to the market to buy vegetables.,She went to the market to buy vegetables.,0.0,0.0
P-062_ECV_182.wav,I will go there and ask him.,I will go there and ask him.,0.0,0.0
P-062_Int_217.wav,Why are you late?,Why are you late?,0.0,0.0
P-062_Int_221.wav,Whose bag is this?,Whose bag is this?,0.0,0.0
P-062_Int_225.wav,Are they at home?,Are they at home?,0.0,0.0
P-062_Int_241.wav,How can I solve this problem?,How can I solve this problem?,0.0,0.0
P-062_Int_242.wav,Will you walk with me?,Will you walk with me?,0.0,0.0
P-062_Int_349.wav,Why are you crying?,Why are you crying?,0.0,0.0
P-062_Int_360.wav,Who gave you money?,Who gave you money?,0.0,0.0
P-062_Neg_101.wav,They have finished their job.,They have finished their job.,0.0,0.0
P-062_Neg_115.wav,I don’t see her anymore.,I don’t see her anymore.,0.0,0.0
P-062_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,0.0,0.0
P-062_Neg_120.wav,None of the children came.,None of the children came.,0.0,0.0
P-062_Neg_98.wav,We will not upset you.,We will not upset you.,0.0,0.0
P-062_Pos_383.wav,My family has land near the river.,My family has land near the river.,0.0,0.0
P-062_Pos_384.wav,They have no money.,They have no money.,0.0,0.0
P-062_Pos_391.wav,She has good ideas.,She has good ideas.,0.0,0.0
P-062_Pos_404.wav,I have work to do today.,I have work to do today.,0.0,0.0
P-062_Pos_405.wav,They have everything they need.,They have everything they need.,0.0,0.0
P-062_Pro_255.wav,That is your book.,That is your book.,0.0,0.0
P-062_Pro_259.wav,She talked about herself.,She talked about herself.,0.0,0.0
P-062_Pro_260.wav,He brought food for them.,He brought food for them.,0.0,0.0
P-062_Pro_266.wav,These are my clothes.,These are my clothes.,0.0,0.0
P-062_Pro_267.wav,Those are his shoes.,Those are his shoes.,0.0,0.0
P-062_Pro_276.wav,I will start now.,I will start now.,0.0,0.0
P-062_Ref_127.wav,Maryam bought a dress for herself.,Maryam bought a dress for herself.,0.0,0.0
P-062_Ref_129.wav,Who praises himself?,Who praises himself?,0.0,0.0
P-062_Ref_133.wav,We met each other.,We met each other.,0.0,0.0
P-062_Ref_136.wav,He hurt himself while running.,He hurt himself while running.,0.0,0.0
P-062_Ref_140.wav,She taught herself to read.,She taught herself to read.,0.0,0.0
P-062_Ref_141.wav,He blamed himself for the mistake.,He blamed himself for the mistake.,0.0,0.0
P-062_Ref_143.wav,The machine stopped by itself.,The machine stopped by itself.,0.0,0.0
P-062_Ref_144.wav,He closed the door by himself.,He closed the door by himself.,0.0,0.0
P-062_Ref_146.wav,The children dressed themselves.,The children dressed themselves.,0.0,0.0
P-062_Simple_12a.wav,He (right here) saw that they are playing with a stone.,He (right here) saw that they are playing with a stone.,0.0,0.0
P-062_Simple_20.wav,I will play with my brother.,I will play with my brother.,0.0,0.0
P-062_Simple_22.wav,He (right here) came to help me.,He (right here) came to help me.,0.0,0.0
P-062_Simple_5a.wav,Her (right here) name is Fatima.,Her (right here) name is Fatima.,0.0,0.0
P-062_TAM_66.wav,I was walking.,I was walking.,0.0,0.0
P-062_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,0.0,0.0
P-062_TAM_73.wav,We walk to school daily.,We walk to school daily.,0.0,0.0
P-062_TAM_82.wav,I might walk there later.,I might walk there later.,0.0,0.0
P-062_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,0.0,0.0
P-062_TAM_92.wav,Jemal is not walking tomorrow.,Jemal is not walking tomorrow.,0.0,0.0
P-062_TAM_93.wav,They might have walked without us.,They might have walked without us.,0.0,0.0
P-062_Val_282.wav,He opened the door.,He opened the door.,0.0,0.0
P-062_Val_289.wav,The light turned off.,The light turned off.,0.0,0.0
P-062_Val_295.wav,The ice melted.,The ice melted.,0.0,0.0
P-062_Val_301.wav,The fire burned.,The fire burned.,0.0,0.0
P-062_Val_308.wav,He swam in the lake.,He swam in the lake.,0.0,0.0
P-063_Case_32.wav,She (right here) hit the bear.,She (right here) hit the bear.,0.0,0.0
P-063_Case_33.wav,The boy broke the pot.,The boy broke the pot.,0.0,0.0
P-063_Case_34.wav,She loves me.,She loves me.,0.0,0.0
P-063_Case_43.wav,She gave bread to the child.,She gave bread to the child.,0.0,0.0
P-063_Case_49.wav,She broke the nut with a stone.,She broke the nut with a stone.,0.0,0.0
P-063_Case_64.wav,She cooked food for her brother.,She cooked food for her brother.,0.0,0.0
P-063_Cau_316.wav,Mother made me go outside.,Mother made me go outside.,0.0,0.0
P-063_Cau_322.wav,The dog made the baby cry.,The dog made the baby cry.,0.0,0.0
P-063_Cau_330.wav,The parents made the boy study.,The parents made the boy study.,0.0,0.0
P-063_Cau_336.wav,The wind made the trees fall.,The wind made the trees fall.,0.0,0.0
P-063_Cau_340.wav,They made her clean the house.,They made her clean the house.,0.0,0.0
P-063_Cau_341.wav,The heat made the ice melt.,The heat made the ice melt.,0.0,0.0
P-063_Cls_187.wav,This is a tall tree.,This is a tall tree.,0.0,0.0
P-063_Cls_190.wav,This log of wood is thick.,This log of wood is thick.,0.0,0.0
P-063_Cls_192.wav,Give me a small banana.,Give me a small banana.,0.0,0.0
P-063_Cls_197.wav,Tie them with a rope.,Tie them with a rope.,0.0,0.0
P-063_Cls_201.wav,Give me three long objects.,Give me three long objects.,0.0,0.0
P-063_Cls_208.wav,We need five sheets of paper.,We need five sheets of paper.,0.0,0.0
P-063_Cls_211.wav,The shop has many kinds of flowers.,The shop has many kinds of flowers.,0.0,0.0
P-063_ECV_161.wav,She called me.,She called me.,0.0,0.0
P-063_ECV_163.wav,Go and see.,Go and see.,0.0,0.0
P-063_ECV_165.wav,Sleep after eating.,Sleep after eating.,0.0,0.0
P-063_ECV_166.wav,"Having eaten this food, he went to sleep.","Having eaten this food, he went to sleep.",0.0,0.0
P-063_ECV_167.wav,I came here to see you.,I came here to see you.,0.0,0.0
P-063_ECV_169.wav,"He came, sat, ate and went away.","He came, sat, ate and went away.",0.0,0.0
P-063_ECV_171.wav,Finish your work and come home.,Finish your work and come home.,0.0,0.0
P-063_ECV_172.wav,"He stood up, picked the bag, and left.","He stood up, picked the bag, and left.",0.0,0.0
P-063_ECV_173.wav,She cooked food and served the children.,She cooked food and served the children.,0.0,0.0
P-063_ECV_174.wav,They shouted and clapped.,They shouted and clapped.,0.0,0.0
P-063_ECV_178.wav,We came to help you.,We came to help you.,0.0,0.0
P-063_ECV_182.wav,I will go there and ask him.,I will go there and ask him.,0.0,0.0
P-063_Imp_468.wav,Sit down.,Sit down.,0.0,0.0
P-063_Imp_476.wav,Bring water.,Bring water.,0.0,0.0
P-063_Int_226.wav,Do you know her?,Do you know her?,0.0,0.0
P-063_Int_230.wav,Do you have money?,Do you have money?,0.0,0.0
P-063_Int_231.wav,Who are you waiting for?,Who are you waiting for?,0.0,0.0
P-063_Int_232.wav,Where did they go last night?,Where did they go last night?,0.0,0.0
P-063_Int_349.wav,Why are you crying?,Why are you crying?,0.0,0.0
P-063_Int_351.wav,Did they finish the work?,Did they finish the work?,0.0,0.0
P-063_Int_357.wav,Who did you call?,Who did you call?,0.0,0.0
P-063_Int_358.wav,What are they looking at?,What are they looking at?,0.0,0.0
P-063_Int_370.wav,May I open the door?,May I open the door?,0.0,0.0
P-063_Int_373.wav,Don’t they know the truth?,Don’t they know the truth?,0.0,0.0
P-063_Neg_107.wav,I do not know.,I do not know.,0.0,0.0
P-063_Neg_117.wav,Nobody saw me.,Nobody saw me.,0.0,0.0
P-063_Neg_121.wav,Not everyone passed.,Not everyone passed.,0.0,0.0
P-063_Neg_95.wav,There is no water in the river.,There is no water in the river.,0.0,0.0
P-063_Neg_99.wav,You must not move now.,You must not move now.,0.0,0.0
P-063_Pos_383.wav,My family has land near the river.,My family has land near the river.,0.0,0.0
P-063_Pos_386.wav,She has a headache.,She has a headache.,0.0,0.0
P-063_Pos_387.wav,I have an illness.,I have an illness.,0.0,0.0
P-063_Pos_399.wav,The classroom has big windows.,The classroom has big windows.,0.0,0.0
P-063_Pro_244.wav,I am tired.,I am tired.,0.0,0.0
P-063_Pro_247.wav,He is standing outside.,He is standing outside.,0.0,0.0
P-063_Pro_252.wav,They called you yesterday.,They called you yesterday.,0.0,0.0
P-063_Pro_256.wav,Their car is new.,Their car is new.,0.0,0.0
P-063_Pro_260.wav,He brought food for them.,He brought food for them.,0.0,0.0
P-063_Pro_264.wav,This is my bag.,This is my bag.,0.0,0.0
P-063_Pro_279.wav,Tomorrow we will go.,Tomorrow we will go.,0.0,0.0
P-063_Ref_129.wav,Who praises himself?,Who praises himself?,0.0,0.0
P-063_Ref_136.wav,He hurt himself while running.,He hurt himself while running.,0.0,0.0
P-063_Ref_140.wav,She taught herself to read.,She taught herself to read.,0.0,0.0
P-063_Ref_145.wav,We cooked dinner by ourselves.,We cooked dinner by ourselves.,0.0,0.0
P-063_Simple_22.wav,He (right here) came to help me.,He (right here) came to help me.,0.0,0.0
P-063_Simple_3.wav,That house is big.,That house is big.,0.0,0.0
P-063_Simple_4.wav,I am Ali.,I am Ali.,0.0,0.0
P-063_Simple_8b.wav,He (not here) met a new teacher at school.,He (not here) met a new teacher at school.,0.0,0.0
P-063_TAM_71.wav,I could have taken the bus if I had money.,I could have taken the bus if I had money.,0.0,0.0
P-063_TAM_72a.wav,We are walking to the market now.,We are walking to the market now.,0.0,0.0
P-063_TAM_75.wav,You walk to school daily.,You walk to school daily.,0.0,0.0
P-063_TAM_76.wav,You walked to town yesterday.,You walked to town yesterday.,0.0,0.0
P-063_TAM_78.wav,She is walking very slowly now.,She is walking very slowly now.,0.0,0.0
P-063_TAM_80.wav,They are not walking today.,They are not walking today.,0.0,0.0
P-063_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,0.0,0.0
P-063_TAM_91.wav,"If it rains, we will walk later.","If it rains, we will walk later.",0.0,0.0
P-063_TAM_93.wav,They might have walked without us.,They might have walked without us.,0.0,0.0
P-063_Val_289.wav,The light turned off.,The light turned off.,0.0,0.0
P-063_Val_292.wav,The boy fell.,The boy fell.,0.0,0.0
P-063_Val_303.wav,The boy slept.,The boy slept.,0.0,0.0
P-063_Val_312.wav,He opened the window with a stick.,He opened the window with a stick.,0.0,0.0
P-066_Case_35.wav,Ayesha loves her.,Ayesha loves her.,0.0,0.0
P-066_Case_38.wav,He (right here) opened the box two days back.,He (right here) opened the box two days back.,0.0,0.0
P-066_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,0.0,0.0
P-066_Case_41.wav,He is working only for his family.,He is working only for his family.,0.0,0.0
P-066_Case_43.wav,She gave bread to the child.,Give bread to the child.,33.33,21.43
P-066_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,0.0,0.0
P-066_Case_51.wav,My sister is in school.,My sister is in school.,0.0,0.0
P-066_Case_59.wav,I will play with my brother.,I will play with my brother.,0.0,0.0
P-066_Case_61.wav,My friend’s sister was ill.,My friend’s sister was ill.,0.0,0.0
P-066_Cau_316.wav,Mother made me go outside.,Mother made me go outside.,0.0,0.0
P-066_Cau_318.wav,I made the girl clean the room with a broom.,I made the girl clean the room with a broom.,0.0,0.0
P-066_Cau_319.wav,I made the girl ask the maid to clean the room.,The vegetables are washed before cooking.,100.0,74.47
P-066_Cau_320.wav,I made him break the glass.,I made him break the glass.,0.0,0.0
P-066_Cau_326.wav,I am unable to walk.,I could walk.,60.0,50.0
P-066_Cau_332.wav,The teacher made the students write the answer.,The teacher made the students write the answer.,0.0,0.0
P-066_Cau_336.wav,The wind made the trees fall.,The wind made the trees fall.,0.0,0.0
P-066_Cau_337.wav,The doctor made me take medicine.,The vegetables are washed before cooking.,83.33,81.82
P-066_Cau_342.wav,The smell made me feel sick.,The smell made me feel sick.,0.0,0.0
P-066_Cls_184.wav,My family has a goat and a chicken.,My family has a goat and a chicken.,0.0,0.0
P-066_Cls_186.wav,Dogs are barking.,Dogs are barking.,0.0,0.0
P-066_Cls_196.wav,Do not beat the student with a stick.,Do not beat the student with a stick.,0.0,0.0
P-066_Cls_200.wav,The labourer needs fifty stones to build a house.,The labourer needs fifty stones to build a house.,0.0,0.0
P-066_Cls_207.wav,He bought three pieces of cloth.,He bought three pieces of cloth.,0.0,0.0
P-066_Cls_211.wav,The shop has many kinds of flowers.,The shop has many kinds of flowers.,0.0,0.0
P-066_ECV_158.wav,She ran to the terrace.,She ran to the terrace.,0.0,0.0
P-066_ECV_162.wav,He blessed us.,He blessed us.,0.0,0.0
P-066_ECV_165.wav,Sleep after eating.,Sleep after eating.,0.0,0.0
P-066_ECV_173.wav,She cooked food and served the children.,She cooked food and served the children.,0.0,0.0
P-066_ECV_179.wav,They sat together and talked for a long time.,They sat together and talked for a long time.,0.0,0.0
P-066_Int_214.wav,What is your name?,What is your name?,0.0,0.0
P-066_Int_219.wav,How did you fall?,How did you fall?,0.0,0.0
P-066_Int_223.wav,Can you help me?,Can you help me?,0.0,0.0
P-066_Int_224.wav,Will he come tomorrow?,Will he come tomorrow?,0.0,0.0
P-066_Int_228.wav,How many people are here?,How many people are here?,0.0,0.0
P-066_Int_233.wav,How long will you stay here?,How long will you stay here?,0.0,0.0
P-066_Int_236.wav,Can she speak English?,Can she speak English?,0.0,0.0
P-066_Int_239.wav,Why are they shouting?,Why are they shouting?,0.0,0.0
P-066_Int_353.wav,Do you trust him?,Do you trust him?,0.0,0.0
P-066_Int_360.wav,Who gave you money?,Who gave you money?,0.0,0.0
P-066_Int_363.wav,Who are you going with?,Who are you going with?,0.0,0.0
P-066_Int_375.wav,Where did he go?,He went inside.,100.0,93.75
P-066_Neg_104.wav,He left without informing anyone.,He (not here) will have gone by any time.,160.0,81.82
P-066_Neg_111.wav,I think he will not come.,I think he will not come.,0.0,0.0
P-066_Neg_119.wav,Not even my sister believed me.,Not even my sister believed me.,0.0,0.0
P-066_Neg_122.wav,The bird is no longer on the tree.,The bird is no longer on the tree.,0.0,0.0
P-066_Neg_94a.wav,He (right here) is not a teacher.,He (right here) is not a teacher.,0.0,0.0
P-066_Neg_95.wav,There is no water in the river.,There is no water in the river.,0.0,0.0
P-066_Pro_247.wav,He is standing outside.,He is standing outside.,0.0,0.0
P-066_Pro_248.wav,They are playing.,They are playing.,0.0,0.0
P-066_Pro_257.wav,I hurt myself.,I hurt myself.,0.0,0.0
P-066_Pro_258.wav,They washed themselves.,They washed themselves.,0.0,0.0
P-066_Pro_265.wav,That is a big tree.,That is a big tree.,0.0,0.0
P-066_Pro_268.wav,Come here.,Come here.,0.0,0.0
P-066_Pro_272.wav,They live near here.,They live near here.,0.0,0.0
P-066_Pro_277.wav,We will meet later.,We will meet later.,0.0,0.0
P-066_Pro_279.wav,Tomorrow we will go.,Tomorrow we will go.,0.0,0.0
P-066_Ref_126.wav,You cooked rice yourself.,You cooked rice yourself.,0.0,0.0
P-066_Ref_129.wav,Who praises himself?,Who praises himself?,0.0,0.0
P-066_Ref_131.wav,The door opened by itself.,The door opened by itself.,0.0,0.0
P-066_Ref_135.wav,She spoke to herself quietly.,She spoke to herself quietly.,0.0,0.0
P-066_Ref_138.wav,We introduced ourselves to the teacher.,We introduced ourselves to the teacher.,0.0,0.0
P-066_Ref_149.wav,We listened to each other carefully.,We listened to each other carefully.,0.0,0.0
P-066_Ref_153.wav,They hugged each other and cried.,They hugged each other and cried.,0.0,0.0
P-066_Simple_1.wav,I like mangoes.,I like mangoes.,0.0,0.0
P-066_Simple_10.wav,Today is Monday.,Today is Monday.,0.0,0.0
P-066_Simple_12b.wav,He (not here) saw that they are playing with a stone.,He (not here) saw that they are playing with a stone.,0.0,0.0
P-066_Simple_13a.wav,She (right here) said that the woman is sleeping on the floor.,She (right here) said that the woman is sleeping on the floor.,0.0,0.0
P-066_Simple_14.wav,I want to go to the town tonight.,I want to go to the town tonight.,0.0,0.0
P-066_Simple_15.wav,I know that tomorrow is a holiday.,I know that tomorrow is a holiday.,0.0,0.0
