filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-100_Val_288.wav,She cooked the food.,She cooked the food.,she cooked the food,she cooked the food,0.0,0.0
P-100_Val_294.wav,The girl danced.,The girl danced.,the girl danced,the girl danced,0.0,0.0
P-100_Val_298.wav,She made him go.,She made him go.,she made him go,she made him go,0.0,0.0
P-100_Val_300.wav,The noise made the baby cry.,The noise made the baby cry.,the noise made the baby cry,the noise made the baby cry,0.0,0.0
P-100_Val_301.wav,The fire burned.,The fire burned.,the fire burned,the fire burned,0.0,0.0
P-100_Val_307.wav,He swam.,He swam.,he swam,he swam,0.0,0.0
P-101_Adp_406.wav,I am at home.,I am at home.,i am at home,i am at home,0.0,0.0
P-101_Adp_424.wav,She arrived from the city.,She arrived from the city.,she arrived from the city,she arrived from the city,0.0,0.0
P-101_Adp_425.wav,I will go with my friend.,I will go with my friend.,i will go with my friend,i will go with my friend,0.0,0.0
P-101_Adp_431.wav,We walked through the forest.,We walked through the forest.,we walked through the forest,we walked through the forest,0.0,0.0
P-101_Adp_432.wav,The bus stopped near the bridge.,The bus stopped near the bridge.,the bus stopped near the bridge,the bus stopped near the bridge,0.0,0.0
P-101_Case_34.wav,She loves me.,She loves me.,she loves me,she loves me,0.0,0.0
P-101_Case_36.wav,They (not here) love us.,They (not here) love us.,they not here love us,they not here love us,0.0,0.0
P-101_Case_37.wav,Yesterday they (not here) caught the thief.,Yesterday they (not here) caught the thief.,yesterday they not here caught the thief,yesterday they not here caught the thief,0.0,0.0
P-101_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-101_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-101_Case_58.wav,Ali went with Ahmed.,Ali went with Ahmed.,ali went with ahmed,ali went with ahmed,0.0,0.0
P-101_Case_60.wav,He came with his friend.,He came with his friend.,he came with his friend,he came with his friend,0.0,0.0
P-101_Cau_316.wav,Mother made me go outside.,Mother made me go outside.,mother made me go outside,mother made me go outside,0.0,0.0
P-101_Cau_323.wav,The house was burnt by the thieves.,The house was burnt by the thieves.,the house was burnt by the thieves,the house was burnt by the thieves,0.0,0.0
P-101_Cau_325.wav,The chair was broken by the children.,The chair was broken by the children.,the chair was broken by the children,the chair was broken by the children,0.0,0.0
P-101_Cau_326.wav,I am unable to walk.,I am unable to walk.,i am unable to walk,i am unable to walk,0.0,0.0
P-101_Cau_333.wav,The rain made the road muddy.,The rain made the road muddy.,the rain made the road muddy,the rain made the road muddy,0.0,0.0
P-101_Cau_335.wav,The loud noise made the birds fly away.,The loud noise made the birds fly away.,the loud noise made the birds fly away,the loud noise made the birds fly away,0.0,0.0
P-101_Cau_341.wav,The heat made the ice melt.,The heat made the ice melt.,the heat made the ice melt,the heat made the ice melt,0.0,0.0
P-101_Cls_185.wav,People have gathered here.,People have gathered here.,people have gathered here,people have gathered here,0.0,0.0
P-101_Cls_206.wav,Bring two cups of water.,Bring two cups of water.,bring two cups of water,bring two cups of water,0.0,0.0
P-101_Cls_207.wav,He bought three pieces of cloth.,He bought three pieces of cloth.,he bought three pieces of cloth,he bought three pieces of cloth,0.0,0.0
P-101_ECV_154.wav,She has gone outside the house.,She has gone outside the house.,she has gone outside the house,she has gone outside the house,0.0,0.0
P-101_ECV_161.wav,She called me.,She called me.,she called me,she called me,0.0,0.0
P-101_ECV_168.wav,Hassan went to swim.,Hassan went to swim.,hassan went to swim,hassan went to swim,0.0,0.0
P-101_ECV_178.wav,We came to help you.,We came to help you.,we came to help you,we came to help you,0.0,0.0
P-101_ECV_179.wav,They sat together and talked for a long time.,They sat together and talked for a long time.,they sat together and talked for a long time,they sat together and talked for a long time,0.0,0.0
P-101_ECV_182.wav,I will go there and ask him.,I will go there and ask him.,i will go there and ask him,i will go there and ask him,0.0,0.0
P-101_ECV_183.wav,"After finishing the meeting, we went home.","After finishing the meeting, we went home.",after finishing the meeting we went home,after finishing the meeting we went home,0.0,0.0
P-101_Imp_469.wav,Stand up.,Stand up.,stand up,stand up,0.0,0.0
P-101_Imp_470.wav,Listen to me.,Listen to me.,listen to me,listen to me,0.0,0.0
P-101_Imp_477.wav,Give me that book.,Give me that book.,give me that book,give me that book,0.0,0.0
P-101_Imp_484.wav,Do not run inside.,Do not run inside.,do not run inside,do not run inside,0.0,0.0
P-101_Imp_485.wav,Do not open the door.,Do not open the door.,do not open the door,do not open the door,0.0,0.0
P-101_Imp_486.wav,Go and bring milk.,Go and bring milk.,go and bring milk,go and bring milk,0.0,0.0
P-101_Imp_491.wav,Please wait a moment.,Please wait a moment.,please wait a moment,please wait a moment,0.0,0.0
P-101_Imp_495.wav,Let her sit here.,Let her sit here.,let her sit here,let her sit here,0.0,0.0
P-101_Imp_496.wav,Bring the children inside.,Bring the children inside.,bring the children inside,bring the children inside,0.0,0.0
P-101_Imp_497.wav,Stop talking and listen.,Stop talking and listen.,stop talking and listen,stop talking and listen,0.0,0.0
P-101_Int_214.wav,What is your name?,What is your name?,what is your name,what is your name,0.0,0.0
P-101_Int_218.wav,When will you return?,When will you return?,when will you return,when will you return,0.0,0.0
P-101_Int_230.wav,Do you have money?,Do they have money?,do you have money,do they have money,25.0,23.53
P-101_Int_232.wav,Where did they go last night?,Where did they go last night?,where did they go last night,where did they go last night,0.0,0.0
P-101_Int_234.wav,What are they doing?,What are they doing?,what are they doing,what are they doing,0.0,0.0
P-101_Int_241.wav,How can I solve this problem?,How can I solve this problem?,how can i solve this problem,how can i solve this problem,0.0,0.0
P-101_Int_243.wav,What do you want to buy?,What do you want to buy?,what do you want to buy,what do you want to buy,0.0,0.0
P-101_Int_346.wav,Where did they go?,Where did they go?,where did they go,where did they go,0.0,0.0
P-101_Int_347.wav,Who came yesterday?,Who came yesterday?,who came yesterday,who came yesterday,0.0,0.0
P-101_Int_348.wav,When will she arrive?,When will she arrive?,when will she arrive,when will she arrive,0.0,0.0
P-101_Int_350.wav,How did he fix it?,How did he fix it?,how did he fix it,how did he fix it,0.0,0.0
P-101_Int_352.wav,Will she stay here?,Will she stay here?,will she stay here,will she stay here,0.0,0.0
P-101_Int_353.wav,Do you trust him?,Do you trust him?,do you trust him,do you trust him,0.0,0.0
P-101_Int_363.wav,Who are you going with?,Who are you going with?,who are you going with,who are you going with,0.0,0.0
P-101_Int_372.wav,Did he not see them?,Did he not see them?,did he not see them,did he not see them,0.0,0.0
P-101_Int_373.wav,Don’t they know the truth?,Don’t they know the truth?,don’t they know the truth,don’t they know the truth,0.0,0.0
P-101_Neg_104.wav,He left without informing anyone.,He left without informing anyone.,he left without informing anyone,he left without informing anyone,0.0,0.0
P-101_Neg_106.wav,I am not hungry.,I am not hungry.,i am not hungry,i am not hungry,0.0,0.0
P-101_Neg_112.wav,I don’t think he will come.,I don’t think he will come.,i don’t think he will come,i don’t think he will come,0.0,0.0
P-101_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,nothing can be done about his illness,nothing can be done about his illness,0.0,0.0
P-101_Neg_122.wav,The bird is no longer on the tree.,The bird is no longer on the tree.,the bird is no longer on the tree,the bird is no longer on the tree,0.0,0.0
P-101_Neg_123.wav,If you don’t study you will fail.,If you don’t study you will fail.,if you don’t study you will fail,if you don’t study you will fail,0.0,0.0
P-101_Neg_97.wav,You may not go now.,You may not go now.,you may not go now,you may not go now,0.0,0.0
P-101_Neg_99.wav,You must not move now.,You must not move now.,you must not move now,you must not move now,0.0,0.0
P-101_Pas_437.wav,The door was opened by the boy.,The door was opened by the boy.,the door was opened by the boy,the door was opened by the boy,0.0,0.0
P-101_Pas_448.wav,The rice will be cooked.,The rice will be cooked.,the rice will be cooked,the rice will be cooked,0.0,0.0
P-101_Pas_451.wav,The tree was cut down by the men.,The tree was cut down by the men.,the tree was cut down by the men,the tree was cut down by the men,0.0,0.0
P-101_Pos_377.wav,She has a new phone.,She has a new phone.,she has a new phone,she has a new phone,0.0,0.0
P-101_Pos_387.wav,I have an illness.,I have an illness.,i have an illness,i have an illness,0.0,0.0
P-101_Pos_393.wav,The house has a small garden.,The house has a small garden.,the house has a small garden,the house has a small garden,0.0,0.0
P-101_Pos_394.wav,The bag has five pockets.,The bag has five pockets.,the bag has five pockets,the bag has five pockets,0.0,0.0
P-101_Pos_399.wav,The classroom has big windows.,The classroom has big windows.,the classroom has big windows,the classroom has big windows,0.0,0.0
P-101_Pos_401.wav,My brother has a bicycle.,My brother has a bicycle.,my brother has a bicycle,my brother has a bicycle,0.0,0.0
P-101_Pos_402.wav,Her child has a toy.,Her child has a toy.,her child has a toy,her child has a toy,0.0,0.0
P-101_Pos_405.wav,They have everything they need.,They have everything they need.,they have everything they need,they have everything they need,0.0,0.0
P-101_Pro_244.wav,I am tired.,I am tired.,i am tired,i am tired,0.0,0.0
P-101_Pro_246.wav,She is sleeping.,She is sleeping.,she is sleeping,she is sleeping,0.0,0.0
P-101_Pro_250.wav,I saw them.,I saw them.,i saw them,i saw them,0.0,0.0
P-101_Pro_263.wav,This belongs to her.,This belongs to her.,this belongs to her,this belongs to her,0.0,0.0
P-101_Pro_264.wav,This is my bag.,This is my bag.,this is my bag,this is my bag,0.0,0.0
P-101_Pro_266.wav,These are my clothes.,They are my clothes.,these are my clothes,they are my clothes,25.0,10.0
P-101_Pro_276.wav,I will start now.,I will start now.,i will start now,i will start now,0.0,0.0
P-101_Pro_278.wav,They already left.,They already left.,they already left,they already left,0.0,0.0
P-101_Ref_125.wav,We saw ourselves in the mirror.,We saw ourselves in the mirror.,we saw ourselves in the mirror,we saw ourselves in the mirror,0.0,0.0
P-101_Ref_131.wav,The door opened by itself.,The door opened by itself.,the door opened by itself,the door opened by itself,0.0,0.0
P-101_Ref_133.wav,We met each other.,We met each other.,we met each other,we met each other,0.0,0.0
P-101_Ref_135.wav,She spoke to herself quietly.,She spoke to herself quietly.,she spoke to herself quietly,she spoke to herself quietly,0.0,0.0
P-101_Ref_145.wav,We cooked dinner by ourselves.,We cooked dinner by ourselves.,we cooked dinner by ourselves,we cooked dinner by ourselves,0.0,0.0
P-101_Simple_13b.wav,She (not here) said that the woman is sleeping on the floor.,She (not here) said that the woman is sleeping on the floor.,she not here said that the woman is sleeping on the floor,she not here said that the woman is sleeping on the floor,0.0,0.0
P-101_Simple_19.wav,"If it rains a lot, the plants will grow better.","If it rains a lot, the plants will grow better.",if it rains a lot the plants will grow better,if it rains a lot the plants will grow better,0.0,0.0
P-101_Simple_30.wav,I will call you if I need help.,I will call you if I need help.,i will call you if i need help,i will call you if i need help,0.0,0.0
P-101_Simple_5b.wav,Her (not here) name is Fatima.,Her (not here) name is Fatima.,her not here name is fatima,her not here name is fatima,0.0,0.0
P-101_Simple_7a.wav,She (right here) saw a man.,She (right here) saw a man.,she right here saw a man,she right here saw a man,0.0,0.0
P-101_TAM_66.wav,I was walking.,I was walking.,i was walking,i was walking,0.0,0.0
P-101_TAM_83.wav,You should not walk at night.,You should not walk at night.,you should not walk at night,you should not walk at night,0.0,0.0
P-101_TAM_91.wav,"If it rains, we will walk later.","If it rains, we will walk later.",if it rains we will walk later,if it rains we will walk later,0.0,0.0
P-101_TAM_92.wav,Jemal is not walking tomorrow.,Jemal is not walking tomorrow.,jemal is not walking tomorrow,jemal is not walking tomorrow,0.0,0.0
P-101_Val_287.wav,The food cooked.,The food cooked.,the food cooked,the food cooked,0.0,0.0
P-101_Val_290.wav,They turned off the light.,They turned off the light.,they turned off the light,they turned off the light,0.0,0.0
P-101_Val_297.wav,He went.,He went.,he went,he went,0.0,0.0
P-101_Val_299.wav,The baby cried.,The baby cried.,the baby cried,the baby cried,0.0,0.0
P-101_Val_303.wav,The boy slept.,The boy slept.,the boy slept,the boy slept,0.0,0.0
P-101_Val_309.wav,The teacher spoke.,The teacher spoke.,the teacher spoke,the teacher spoke,0.0,0.0
P-102_Adp_435.wav,He put the cup on top of the shelf.,He put the cup on top of the shelf.,he put the cup on top of the shelf,he put the cup on top of the shelf,0.0,0.0
P-102_Case_32.wav,She (right here) hit the bear.,She (right here) hit the bear.,she right here hit the bear,she right here hit the bear,0.0,0.0
P-102_Case_34.wav,She loves me.,She loves me.,she loves me,she loves me,0.0,0.0
P-102_Case_37.wav,Yesterday they (not here) caught the thief.,Yesterday they (not here) caught the thief.,yesterday they not here caught the thief,yesterday they not here caught the thief,0.0,0.0
P-102_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-102_Case_44.wav,He cut the tree with an axe.,He cut the tree with an axe.,he cut the tree with an axe,he cut the tree with an axe,0.0,0.0
P-102_Case_58.wav,Ali went with Ahmed.,Ali went with Ahmed.,ali went with ahmed,ali went with ahmed,0.0,0.0
P-102_Case_59.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-102_Cau_317.wav,I made the girl clean the room.,I made the girl clean the room.,i made the girl clean the room,i made the girl clean the room,0.0,0.0
P-102_Cau_319.wav,I made the girl ask the maid to clean the room.,Place holder.,i made the girl ask the maid to clean the room,place holder,100.0,82.61
P-102_Cau_320.wav,I made him break the glass.,I made him break the glass.,i made him break the glass,i made him break the glass,0.0,0.0
P-102_Cau_331.wav,He made her open the door.,He made her open the door.,he made her open the door,he made her open the door,0.0,0.0
P-102_Cau_333.wav,The rain made the road muddy.,The rain made the road muddy.,the rain made the road muddy,the rain made the road muddy,0.0,0.0
P-102_Cau_335.wav,The loud noise made the birds fly away.,The loud noise made the birds fly away.,the loud noise made the birds fly away,the loud noise made the birds fly away,0.0,0.0
P-102_Cau_338.wav,She made them tell the truth.,She made them tell the truth.,she made them tell the truth,she made them tell the truth,0.0,0.0
P-102_Cls_184.wav,My family has a goat and a chicken.,My family has a goat and a chicken.,my family has a goat and a chicken,my family has a goat and a chicken,0.0,0.0
P-102_Cls_185.wav,People have gathered here.,People have gathered here.,people have gathered here,people have gathered here,0.0,0.0
P-102_Cls_186.wav,Dogs are barking.,Dogs are barking.,dogs are barking,dogs are barking,0.0,0.0
P-102_Cls_202.wav,Give me one apple.,Give me one apple.,give me one apple,give me one apple,0.0,0.0
P-102_Cls_203.wav,I have five cars.,I have five cars.,i have five cars,i have five cars,0.0,0.0
P-102_Cls_208.wav,We need five sheets of paper.,We need five sheets of paper.,we need five sheets of paper,we need five sheets of paper,0.0,0.0
P-102_Cls_211.wav,The shop has many kinds of flowers.,The shop has many kinds of flowers.,the shop has many kinds of flowers,the shop has many kinds of flowers,0.0,0.0
P-102_ECV_155.wav,He broke the car.,He broke the car.,he broke the car,he broke the car,0.0,0.0
P-102_Imp_467.wav,Go there.,Go there.,go there,go there,0.0,0.0
P-102_Imp_471.wav,Look at me.,Look at me.,look at me,look at me,0.0,0.0
P-102_Imp_472.wav,Read this.,Read this.,read this,read this,0.0,0.0
P-102_Imp_476.wav,Bring water.,Bring water.,bring water,bring water,0.0,0.0
P-102_Imp_485.wav,Do not open the door.,Do not open the door.,do not open the door,do not open the door,0.0,0.0
P-102_Imp_489.wav,Eat and sleep.,Eat and sleep.,eat and sleep,eat and sleep,0.0,0.0
P-102_Imp_493.wav,Let them come inside.,Do not touch that.,let them come inside,do not touch that,100.0,85.0
P-102_Imp_497.wav,Stop talking and listen.,Stop talking and listen.,stop talking and listen,stop talking and listen,0.0,0.0
P-102_Int_215.wav,Where are you going?,Where are you going?,where are you going,where are you going,0.0,0.0
P-102_Int_216.wav,Who is coming with you?,Who is coming with you?,who is coming with you,who is coming with you,0.0,0.0
P-102_Int_349.wav,Why are you crying?,Why are you crying?,why are you crying,why are you crying,0.0,0.0
P-102_Int_350.wav,How did he fix it?,How did he fix it?,how did he fix it,how did he fix it,0.0,0.0
P-102_Int_356.wav,What did he break?,What did he break?,what did he break,what did he break,0.0,0.0
P-102_Int_360.wav,Who gave you money?,Who gave you money?,who gave you money,who gave you money,0.0,0.0
P-102_Int_361.wav,What are they doing with the knife?,What are they doing with the knife?,what are they doing with the knife,what are they doing with the knife,0.0,0.0
P-102_Neg_100.wav,I didn’t eat yesterday.,I didn’t eat yesterday.,i didn’t eat yesterday,i didn’t eat yesterday,0.0,0.0
P-102_Neg_105.wav,They are not here.,They are not here.,they are not here,they are not here,0.0,0.0
P-102_Neg_115.wav,I don’t see her anymore.,I don’t see her anymore.,i don’t see her anymore,i don’t see her anymore,0.0,0.0
P-102_Neg_119.wav,Not even my sister believed me.,Not even my sister believed me.,not even my sister believed me,not even my sister believed me,0.0,0.0
P-102_Neg_94c.wav,She (right here) is not a teacher.,She (right here) is not a teacher.,she right here is not a teacher,she right here is not a teacher,0.0,0.0
P-102_Neg_96.wav,He cannot sing.,He cannot sing.,he cannot sing,he cannot sing,0.0,0.0
P-102_Neg_99.wav,You must not move now.,You must not move now.,you must not move now,you must not move now,0.0,0.0
P-102_Pas_437.wav,The door was opened by the boy.,The door was opened by the boy.,the door was opened by the boy,the door was opened by the boy,0.0,0.0
P-102_Pas_438.wav,The food was cooked.,The food is cooked.,the food was cooked,the food is cooked,25.0,10.53
P-102_Pas_444.wav,The car was repaired yesterday.,The car was repaired yesterday.,the car was repaired yesterday,the car was repaired yesterday,0.0,0.0
P-102_Pas_446.wav,The glass was broken.,The glass was broken.,the glass was broken,the glass was broken,0.0,0.0
P-102_Pas_452.wav,The girl was taught by her mother.,The girl was taught by her mother.,the girl was taught by her mother,the girl was taught by her mother,0.0,0.0
P-102_Pas_465.wav,The story was told by the teacher.,The story was told by the teacher.,the story was told by the teacher,the story was told by the teacher,0.0,0.0
P-102_Pos_392.wav,The school has many teachers.,The school has many teachers.,the school has many teachers,the school has many teachers,0.0,0.0
P-102_Pos_393.wav,The house has a small garden.,The house has a small garden.,the house has a small garden,the house has a small garden,0.0,0.0
P-102_Pos_399.wav,The classroom has big windows.,The classroom has big windows.,the classroom has big windows,the classroom has big windows,0.0,0.0
P-102_Pos_401.wav,My brother has a bicycle.,My brother has a bicycle.,my brother has a bicycle,my brother has a bicycle,0.0,0.0
P-102_Pos_404.wav,I have work to do today.,I have work to do today.,i have work to do today,i have work to do today,0.0,0.0
P-102_Pro_247.wav,He is standing outside.,He is standing outside.,he is standing outside,he is standing outside,0.0,0.0
P-102_Ref_126.wav,You cooked rice yourself.,You cooked rice yourself.,you cooked rice yourself,you cooked rice yourself,0.0,0.0
P-102_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-102_Simple_16.wav,He (right here) tried to feed the elephant.,He (right here) tried to feed the elephant.,he right here tried to feed the elephant,he right here tried to feed the elephant,0.0,0.0
P-102_Simple_19.wav,"If it rains a lot, the plants will grow better.","If it rains a lot, the plants will grow better.",if it rains a lot the plants will grow better,if it rains a lot the plants will grow better,0.0,0.0
P-102_Simple_2.wav,The monkey is on the tree.,The monkey is on the tree.,the monkey is on the tree,the monkey is on the tree,0.0,0.0
P-102_Simple_23a.wav,They (right here) are eating because they are hungry.,They (right here) are eating because they are hungry.,they right here are eating because they are hungry,they right here are eating because they are hungry,0.0,0.0
P-102_Simple_23b.wav,They (not here) are eating because they are hungry.,They (not here) are eating because they are hungry.,they not here are eating because they are hungry,they not here are eating because they are hungry,0.0,0.0
P-102_Simple_29.wav,"Although it was late, they (not here) kept working.","Although it was late, they (not here) kept working.",although it was late they not here kept working,although it was late they not here kept working,0.0,0.0
P-102_Simple_5b.wav,Her (not here) name is Fatima.,Her (not here) name is Fatima.,her not here name is fatima,her not here name is fatima,0.0,0.0
P-102_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,he right here met a new teacher at school,he right here met a new teacher at school,0.0,0.0
P-102_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,i walk to the field every day,i walk to the field every day,0.0,0.0
P-102_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-102_TAM_87.wav,She has already walked to the village.,She has already walked to the village.,she has already walked to the village,she has already walked to the village,0.0,0.0
P-102_Val_281.wav,The door opened.,The door opened.,the door opened,the door opened,0.0,0.0
P-102_Val_282.wav,He opened the door.,He opened the door.,he opened the door,he opened the door,0.0,0.0
P-102_Val_285.wav,The pot broke.,The pot broke.,the pot broke,the pot broke,0.0,0.0
P-102_Val_292.wav,The boy fell.,The boy fell.,the boy fell,the boy fell,0.0,0.0
P-102_Val_302.wav,They burned the firewood.,They burned the firewood.,they burned the firewood,they burned the firewood,0.0,0.0
P-102_Val_311.wav,The window opened by itself.,The window opened by itself.,the window opened by itself,the window opened by itself,0.0,0.0
P-102_Val_312.wav,He opened the window with a stick.,He opened the window with a stick.,he opened the window with a stick,he opened the window with a stick,0.0,0.0
P-102_Val_314.wav,She rolled the ball toward him.,She rolled the ball toward him.,she rolled the ball toward him,she rolled the ball toward him,0.0,0.0
P-104_Simple_4.wav,I am Ali.,I am Ali.,i am ali,i am ali,0.0,0.0
P-107_Case_35.wav,Ayesha loves her.,Ayesha loves her.,ayesha loves her,ayesha loves her,0.0,0.0
P-107_Case_44.wav,He cut the tree with an axe.,He cut the tree with an axe.,he cut the tree with an axe,he cut the tree with an axe,0.0,0.0
P-107_Case_50.wav,We washed the clothes with soap.,We washed the clothes with soap.,we washed the clothes with soap,we washed the clothes with soap,0.0,0.0
P-107_Case_58.wav,Ali went with Ahmed.,Ali went with Ahmed.,ali went with ahmed,ali went with ahmed,0.0,0.0
P-107_Case_59.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-107_Case_61.wav,My friend’s sister was ill.,My friend’s sister was ill.,my friend’s sister was ill,my friend’s sister was ill,0.0,0.0
P-107_Case_62.wav,He cut the meat with a knife.,He cut the meat with a knife.,he cut the meat with a knife,he cut the meat with a knife,0.0,0.0
P-107_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-107_Simple_13a.wav,She (right here) said that the woman is sleeping on the floor.,She (right here) said that the woman is sleeping on the floor.,she right here said that the woman is sleeping on the floor,she right here said that the woman is sleeping on the floor,0.0,0.0
P-107_Simple_3.wav,That house is big.,That house is big.,that house is big,that house is big,0.0,0.0
P-107_Simple_5a.wav,Her (right here) name is Fatima.,Her (right here) name is Fatima.,her right here name is fatima,her right here name is fatima,0.0,0.0
P-107_Simple_5b.wav,Her (not here) name is Fatima.,Her (not here) name is Fatima.,her not here name is fatima,her not here name is fatima,0.0,0.0
P-107_TAM_66.wav,I was walking.,I was walking.,i was walking,i was walking,0.0,0.0
P-107_TAM_70.wav,I will not walk to school.,I will not walk to school.,i will not walk to school,i will not walk to school,0.0,0.0
P-107_TAM_72a.wav,We are walking to the market now.,We are walking to the market now.,we are walking to the market now,we are walking to the market now,0.0,0.0
P-107_TAM_73.wav,We walk to school daily.,We walk to school daily.,we walk to school daily,we walk to school daily,0.0,0.0
P-107_TAM_75.wav,You walk to school daily.,You walk to school daily.,you walk to school daily,you walk to school daily,0.0,0.0
P-107_TAM_81.wav,They walked to the river this morning.,They walked to the river this morning.,they walked to the river this morning,they walked to the river this morning,0.0,0.0
P-107_TAM_84.wav,We will be walking when you arrive.,We will be walking when you arrive.,we will be walking when you arrive,we will be walking when you arrive,0.0,0.0
P-111_Adp_411.wav,We are behind the house.,We are behind the house.,we are behind the house,we are behind the house,0.0,0.0
P-111_Adp_417.wav,They are sitting beside me.,They are sitting beside me.,they are sitting beside me,they are sitting beside me,0.0,0.0
P-111_Adp_418.wav,She walked to the river.,She walked to the river.,she walked to the river,she walked to the river,0.0,0.0
P-111_Adp_435.wav,He put the cup on top of the shelf.,He put the cup on top of the shelf.,he put the cup on top of the shelf,he put the cup on top of the shelf,0.0,0.0
P-111_Case_57.wav,Last year it had rained in October.,Last year it had rained in October.,last year it had rained in october,last year it had rained in october,0.0,0.0
P-111_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-111_Case_64.wav,She cooked food for her brother.,She cooked food for her brother.,she cooked food for her brother,she cooked food for her brother,0.0,0.0
P-111_Cau_317.wav,I made the girl clean the room.,I made the girl clean the room.,i made the girl clean the room,i made the girl clean the room,0.0,0.0
P-111_Cau_318.wav,I made the girl clean the room with a broom.,I made the girl clean the room with a broom.,i made the girl clean the room with a broom,i made the girl clean the room with a broom,0.0,0.0
P-111_Cau_327.wav,He made the child sit quietly.,He made the child sit quietly.,he made the child sit quietly,he made the child sit quietly,0.0,0.0
P-111_Cau_335.wav,The loud noise made the birds fly away.,The loud noise made the birds fly away.,the loud noise made the birds fly away,the loud noise made the birds fly away,0.0,0.0
P-111_Cls_189.wav,We need an electric wire.,We need an electric wire.,we need an electric wire,we need an electric wire,0.0,0.0
P-111_Cls_192.wav,Give me a small banana.,Give me a small banana.,give me a small banana,give me a small banana,0.0,0.0
P-111_Cls_196.wav,Do not beat the student with a stick.,Do not beat the student with a stick.,do not beat the student with a stick,do not beat the student with a stick,0.0,0.0
P-111_Cls_197.wav,Tie them with a rope.,Tie them with a rope.,tie them with a rope,tie them with a rope,0.0,0.0
P-111_Cls_198.wav,Go and buy some ripe fruits.,Go and buy some ripe fruits.,go and buy some ripe fruits,go and buy some ripe fruits,0.0,0.0
P-111_Cls_203.wav,I have five cars.,I have five cars.,i have five cars,i have five cars,0.0,0.0
P-111_Cls_210.wav,They carried ten bags of rice.,They carried ten bags of rice.,they carried ten bags of rice,they carried ten bags of rice,0.0,0.0
P-111_ECV_156.wav,He died.,He died.,he died,he died,0.0,0.0
P-111_ECV_157.wav,She broke the engagement.,She broke the engagement.,she broke the engagement,she broke the engagement,0.0,0.0
P-111_ECV_159.wav,He fell down.,He fell down.,he fell down,he fell down,0.0,0.0
P-111_ECV_162.wav,He blessed us.,He blessed us.,he blessed us,he blessed us,0.0,0.0
P-111_ECV_163.wav,Go and see.,Go and see.,go and see,go and see,0.0,0.0
P-111_ECV_170.wav,"Simra sang, danced, and entertained the guests.","Simra sang, danced, and entertained the guests.",simra sang danced and entertained the guests,simra sang danced and entertained the guests,0.0,0.0
P-111_ECV_173.wav,She cooked food and served the children.,She cooked food and served the children.,she cooked food and served the children,she cooked food and served the children,0.0,0.0
P-111_ECV_178.wav,We came to help you.,We came to help you.,we came to help you,we came to help you,0.0,0.0
P-111_Imp_472.wav,Read this.,Read this.,read this,read this,0.0,0.0
P-111_Imp_481.wav,Do not go there.,Do not go there.,do not go there,do not go there,0.0,0.0
P-111_Imp_483.wav,Do not speak loudly.,Do not speak loudly.,do not speak loudly,do not speak loudly,0.0,0.0
P-111_Imp_486.wav,Go and bring milk.,Go and bring milk.,go and bring milk,go and bring milk,0.0,0.0
P-111_Imp_491.wav,Please wait a moment.,Please wait a moment.,please wait a moment,please wait a moment,0.0,0.0
P-111_Imp_494.wav,Let them speak.,Let them speak.,let them speak,let them speak,0.0,0.0
P-111_Imp_497.wav,Stop talking and listen.,Stop talking and listen.,stop talking and listen,stop talking and listen,0.0,0.0
P-111_Int_214.wav,What is your name?,What is your name?,what is your name,what is your name,0.0,0.0
P-111_Int_218.wav,When will you return?,When will you return?,when will you return,when will you return,0.0,0.0
P-111_Int_222.wav,Did you eat?,Did you eat?,did you eat,did you eat,0.0,0.0
P-111_Int_230.wav,Do you have money?,Do you have money?,do you have money,do you have money,0.0,0.0
P-111_Int_234.wav,What are they doing?,What are they doing?,what are they doing,what are they doing,0.0,0.0
P-111_Int_237.wav,Are you feeling better now?,Are you feeling better now?,are you feeling better now,are you feeling better now,0.0,0.0
P-111_Int_240.wav,When did you see him?,When did you see him?,when did you see him,when did you see him,0.0,0.0
P-111_Int_243.wav,What do you want to buy?,What do you want to buy?,what do you want to buy,what do you want to buy,0.0,0.0
