filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-076_Adp_426.wav,He cut the fruit with a knife.,He cut the fruit with a knife.,he cut the fruit with a knife,he cut the fruit with a knife,0.0,0.0
P-076_Adp_427.wav,She swept the floor with a broom.,She swept the floor with a broom.,she swept the floor with a broom,she swept the floor with a broom,0.0,0.0
P-076_Case_40.wav,Father bought a toy for his son.,The parents made the boy study.,father bought a toy for his son,the parents made the boy study,100.0,70.97
P-076_Case_47.wav,We are at home.,We are at home.,we are at home,we are at home,0.0,0.0
P-076_Case_56.wav,I shall go to the north tomorrow.,I shall go to the north tomorrow.,i shall go to the north tomorrow,i shall go to the north tomorrow,0.0,0.0
P-076_Case_58.wav,Ali went with Ahmed.,Ali went with Ahmed.,ali went with ahmed,ali went with ahmed,0.0,0.0
P-076_Case_62.wav,He cut the meat with a knife.,He cut the meat with a knife.,he cut the meat with a knife,he cut the meat with a knife,0.0,0.0
P-076_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-076_Cau_315.wav,The nurse fed the baby.,The nurse fed the baby.,the nurse fed the baby,the nurse fed the baby,0.0,0.0
P-076_Cau_320.wav,I made him break the glass.,I made him break the glass.,i made him break the glass,i made him break the glass,0.0,0.0
P-076_Cau_325.wav,The chair was broken by the children.,The chair was broken by the children.,the chair was broken by the children,the chair was broken by the children,0.0,0.0
P-076_Cau_329.wav,She made him wash the dishes.,She made him wash the dishes.,she made him wash the dishes,she made him wash the dishes,0.0,0.0
P-076_Cau_330.wav,The parents made the boy study.,The parents made the boy study.,the parents made the boy study,the parents made the boy study,0.0,0.0
P-076_Cau_335.wav,The loud noise made the birds fly away.,The loud noise made the birds fly away.,the loud noise made the birds fly away,the loud noise made the birds fly away,0.0,0.0
P-076_Cau_344.wav,The teacher made them read the story again.,The teacher made them read the story again.,the teacher made them read the story again,the teacher made them read the story again,0.0,0.0
P-076_Cls_192.wav,Give me a small banana.,Give me a small banana.,give me a small banana,give me a small banana,0.0,0.0
P-076_Cls_198.wav,Go and buy some ripe fruits.,Go and buy some ripe fruits.,go and buy some ripe fruits,go and buy some ripe fruits,0.0,0.0
P-076_Cls_202.wav,Give me one apple.,Give me one apple.,give me one apple,give me one apple,0.0,0.0
P-076_Cls_210.wav,They carried ten bags of rice.,They carried ten bags of rice.,they carried ten bags of rice,they carried ten bags of rice,0.0,0.0
P-076_ECV_155.wav,He broke the car.,He broke the car.,he broke the car,he broke the car,0.0,0.0
P-076_ECV_156.wav,He died.,He died.,he died,he died,0.0,0.0
P-076_ECV_158.wav,She ran to the terrace.,She ran to the terrace.,she ran to the terrace,she ran to the terrace,0.0,0.0
P-076_ECV_160.wav,He cleaned up the room.,He cleaned up the room.,he cleaned up the room,he cleaned up the room,0.0,0.0
P-076_ECV_163.wav,Go and see.,Go there.,go and see,go there,66.67,60.0
P-076_ECV_165.wav,Sleep after eating.,Sleep after eating.,sleep after eating,sleep after eating,0.0,0.0
P-076_ECV_173.wav,She cooked food and served the children.,She cooked food and served the children.,she cooked food and served the children,she cooked food and served the children,0.0,0.0
P-076_ECV_177.wav,She went to the market to buy vegetables.,She went to the market to buy vegetables.,she went to the market to buy vegetables,she went to the market to buy vegetables,0.0,0.0
P-076_ECV_181.wav,The bird flew away and disappeared.,The bird flew away and disappeared.,the bird flew away and disappeared,the bird flew away and disappeared,0.0,0.0
P-076_Imp_473.wav,Write your name.,Write your name.,write your name,write your name,0.0,0.0
P-076_Imp_479.wav,Wait here.,Wait here.,wait here,wait here,0.0,0.0
P-076_Imp_489.wav,Eat and sleep.,We are eating.,eat and sleep,we are eating,100.0,84.62
P-076_Imp_492.wav,Please help the children.,Please help the children.,please help the children,please help the children,0.0,0.0
P-076_Imp_499.wav,Keep the door open.,Keep the door open.,keep the door open,keep the door open,0.0,0.0
P-076_Imp_500.wav,Bring me your notes tomorrow.,Bring me your notes tomorrow.,bring me your notes tomorrow,bring me your notes tomorrow,0.0,0.0
P-076_Int_228.wav,How many people are here?,How many people are here?,how many people are here,how many people are here,0.0,0.0
P-076_Int_239.wav,Why are they shouting?,Why are they shouting?,why are they shouting,why are they shouting,0.0,0.0
P-076_Int_240.wav,When did you see him?,When did you see him?,when did you see him,when did you see him,0.0,0.0
P-076_Int_243.wav,What do you want to buy?,What do you want to buy?,what do you want to buy,what do you want to buy,0.0,0.0
P-076_Int_347.wav,Who came yesterday?,Who came yesterday?,who came yesterday,who came yesterday,0.0,0.0
P-076_Int_352.wav,Will she stay here?,Will she stay here?,will she stay here,will she stay here,0.0,0.0
P-076_Int_354.wav,Are you feeling better now?,Are you feeling better now?,are you feeling better now,are you feeling better now,0.0,0.0
P-076_Int_355.wav,Did it rain last night?,Did it rain last night?,did it rain last night,did it rain last night,0.0,0.0
P-076_Int_363.wav,Who are you going with?,Who are you going with?,who are you going with,who are you going with,0.0,0.0
P-076_Int_365.wav,Do you have a headache?,Do you have a headache?,do you have a headache,do you have a headache,0.0,0.0
P-076_Int_368.wav,Can she read this?,Can she read this?,can she read this,can she read this,0.0,0.0
P-076_Int_370.wav,May I open the door?,Will she come here?,may i open the door,will she come here,100.0,78.95
P-076_Neg_101.wav,They have finished their job.,They have finished their job.,they have finished their job,they have finished their job,0.0,0.0
P-076_Neg_102.wav,I have not eaten.,I have not eaten.,i have not eaten,i have not eaten,0.0,0.0
P-076_Neg_106.wav,I am not hungry.,I am not hungry.,i am not hungry,i am not hungry,0.0,0.0
P-076_Neg_108.wav,Do not enter.,Do not enter.,do not enter,do not enter,0.0,0.0
P-076_Neg_112.wav,I don’t think he will come.,I think he will come.,i don’t think he will come,i think he will come,16.67,23.08
P-076_Neg_121.wav,Not everyone passed.,Not everyone passed.,not everyone passed,not everyone passed,0.0,0.0
P-076_Neg_94a.wav,He (right here) is not a teacher.,He (right here) is not a teacher.,he right here is not a teacher,he right here is not a teacher,0.0,0.0
P-076_Pas_437.wav,The door was opened by the boy.,The door was opened by the boy.,the door was opened by the boy,the door was opened by the boy,0.0,0.0
P-076_Pas_451.wav,The tree was cut down by the men.,The tree was cut down by the men.,the tree was cut down by the men,the tree was cut down by the men,0.0,0.0
P-076_Pas_459.wav,The gifts were given to the children.,The children were fed.,the gifts were given to the children,the children were fed,71.43,69.44
P-076_Pos_378.wav,They have a car.,They are in the car.,they have a car,they are in the car,75.0,53.33
P-076_Pos_382.wav,He has two brothers.,He has two brothers.,he has two brothers,he has two brothers,0.0,0.0
P-076_Pos_385.wav,I have some time today.,I have some time today.,i have some time today,i have some time today,0.0,0.0
P-076_Pos_394.wav,The bag has five pockets.,The bag has five pockets.,the bag has five pockets,the bag has five pockets,0.0,0.0
P-076_Pos_395.wav,The tree has long branches.,The tree has long branches.,the tree has long branches,the tree has long branches,0.0,0.0
P-076_Pos_397.wav,Their shop has fresh bread.,Their shop has fresh bread.,their shop has fresh bread,their shop has fresh bread,0.0,0.0
P-076_Pos_399.wav,The classroom has big windows.,The classroom has big windows.,the classroom has big windows,the classroom has big windows,0.0,0.0
P-076_Pos_400.wav,The city has many parks.,The city has many parks.,the city has many parks,the city has many parks,0.0,0.0
P-076_Pos_403.wav,The farmer has two cows.,The farmer has two cows.,the farmer has two cows,the farmer has two cows,0.0,0.0
P-076_Pro_244.wav,I am tired.,I am tired.,i am tired,i am tired,0.0,0.0
P-076_Pro_246.wav,She is sleeping.,She is sleeping.,she is sleeping,she is sleeping,0.0,0.0
P-076_Pro_252.wav,They called you yesterday.,They called you yesterday.,they called you yesterday,they called you yesterday,0.0,0.0
P-076_Pro_256.wav,Their car is new.,Put the car aside.,their car is new,put the car aside,100.0,62.5
P-076_Pro_264.wav,This is my bag.,This is my bag.,this is my bag,this is my bag,0.0,0.0
P-076_Pro_267.wav,Those are his shoes.,Those are his shoes.,those are his shoes,those are his shoes,0.0,0.0
P-076_Pro_269.wav,Go there.,Their name.,go there,their name,100.0,100.0
P-076_Pro_274.wav,He came yesterday.,He came yesterday.,he came yesterday,he came yesterday,0.0,0.0
P-076_Pro_275.wav,She will go tomorrow.,She will go tomorrow.,she will go tomorrow,she will go tomorrow,0.0,0.0
P-076_Pro_276.wav,I will start now.,I will start now.,i will start now,i will start now,0.0,0.0
P-076_Ref_135.wav,She spoke to herself quietly.,She spoke to herself quietly.,she spoke to herself quietly,she spoke to herself quietly,0.0,0.0
P-076_Ref_139.wav,The cat cleaned itself.,The cat cleaned itself.,the cat cleaned itself,the cat cleaned itself,0.0,0.0
P-076_Ref_142.wav,They prepared themselves for the exam.,They prepared themselves for the exam.,they prepared themselves for the exam,they prepared themselves for the exam,0.0,0.0
P-076_Ref_144.wav,He closed the door by himself.,He closed the door by himself.,he closed the door by himself,he closed the door by himself,0.0,0.0
P-076_Ref_145.wav,We cooked dinner by ourselves.,We cooked dinner by ourselves.,we cooked dinner by ourselves,we cooked dinner by ourselves,0.0,0.0
P-076_Ref_146.wav,The children dressed themselves.,The children dressed themselves.,the children dressed themselves,the children dressed themselves,0.0,0.0
P-076_Ref_153.wav,They hugged each other and cried.,They hugged each other and cried.,they hugged each other and cried,they hugged each other and cried,0.0,0.0
P-076_Simple_11.wav,We cooked rice in the morning.,We cooked rice in the morning.,we cooked rice in the morning,we cooked rice in the morning,0.0,0.0
P-076_Simple_12b.wav,He (not here) saw that they are playing with a stone.,He (not here) saw that they are playing with a stone.,he not here saw that they are playing with a stone,he not here saw that they are playing with a stone,0.0,0.0
P-076_Simple_15.wav,I know that tomorrow is a holiday.,I know that tomorrow is a holiday.,i know that tomorrow is a holiday,i know that tomorrow is a holiday,0.0,0.0
P-076_Simple_18.wav,I will go when my mother comes.,I will go when my mother comes.,i will go when my mother comes,i will go when my mother comes,0.0,0.0
P-076_Simple_27.wav,She (right here) thinks that he (not here) will come tomorrow.,She (right here) thinks that he (not here) will come tomorrow.,she right here thinks that he not here will come tomorrow,she right here thinks that he not here will come tomorrow,0.0,0.0
P-076_Simple_28.wav,We waited until the bus arrived.,We waited until the bus arrived.,we waited until the bus arrived,we waited until the bus arrived,0.0,0.0
P-076_Simple_29.wav,"Although it was late, they (not here) kept working.","Although it was late, they (not here) kept working.",although it was late they not here kept working,although it was late they not here kept working,0.0,0.0
P-076_Simple_4.wav,I am Ali.,I am Ali.,i am ali,i am ali,0.0,0.0
P-076_Simple_5b.wav,Her (not here) name is Fatima.,Her (not here) name is Fatima.,her not here name is fatima,her not here name is fatima,0.0,0.0
P-076_Simple_6.wav,I have a headache.,I have a headache.,i have a headache,i have a headache,0.0,0.0
P-076_Simple_7b.wav,She (not here) saw a man.,She (not here) saw a man.,she not here saw a man,she not here saw a man,0.0,0.0
P-076_TAM_65.wav,I am walking to field now.,I am walking to field now.,i am walking to field now,i am walking to field now,0.0,0.0
P-076_TAM_67.wav,I fell down when she pushed me.,I fell down when she pushed me.,i fell down when she pushed me,i fell down when she pushed me,0.0,0.0
P-076_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-076_TAM_73.wav,We walk to school daily.,We walk to school daily.,we walk to school daily,we walk to school daily,0.0,0.0
P-076_TAM_77.wav,She goes to the market daily.,She goes to the market daily.,she goes to the market daily,she goes to the market daily,0.0,0.0
P-076_TAM_80.wav,They are not walking today.,They are not walking today.,they are not walking today,they are not walking today,0.0,0.0
P-076_TAM_82.wav,I might walk there later.,I might walk there later.,i might walk there later,i might walk there later,0.0,0.0
P-076_TAM_85.wav,I was not walking when you called me.,I was not walking when you called me.,i was not walking when you called me,i was not walking when you called me,0.0,0.0
P-076_TAM_86.wav,We used to walk together every evening.,We used to walk together every evening.,we used to walk together every evening,we used to walk together every evening,0.0,0.0
P-076_TAM_90.wav,"I want to walk, but I am tired.","I want to walk, but I am tired.",i want to walk but i am tired,i want to walk but i am tired,0.0,0.0
P-076_Val_285.wav,The pot broke.,The pot broke.,the pot broke,the pot broke,0.0,0.0
P-076_Val_292.wav,The boy fell.,The boy fell.,the boy fell,the boy fell,0.0,0.0
P-076_Val_305.wav,She ate rice.,She ate rice.,she ate rice,she ate rice,0.0,0.0
P-076_Val_311.wav,The window opened by itself.,The window opened by itself.,the window opened by itself,the window opened by itself,0.0,0.0
P-082_Adp_407.wav,She is in the room.,She is in the room.,she is in the room,she is in the room,0.0,0.0
P-082_Adp_416.wav,He is standing outside the gate.,He is standing outside the door.,he is standing outside the gate,he is standing outside the door,16.67,12.9
P-082_Adp_433.wav,The store is across the road.,The store is across the road.,the store is across the road,the store is across the road,0.0,0.0
P-082_Adp_435.wav,He put the cup on top of the shelf.,He put the cup on top of the shelf.,he put the cup on top of the shelf,he put the cup on top of the shelf,0.0,0.0
P-082_Case_35.wav,Ayesha loves her.,Ayesha loves her.,ayesha loves her,ayesha loves her,0.0,0.0
P-082_Case_36.wav,They (not here) love us.,We are from them.,they not here love us,we are from them,100.0,76.19
P-082_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-082_Case_41.wav,He is working only for his family.,He is working only for his family.,he is working only for his family,he is working only for his family,0.0,0.0
P-082_Case_45.wav,She wrote with a pen.,She wrote with a pen.,she wrote with a pen,she wrote with a pen,0.0,0.0
P-082_Case_47.wav,We are at home.,We are at home.,we are at home,we are at home,0.0,0.0
P-082_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-082_Case_54.wav,He will go to Hunza tomorrow.,He will go to Hunza tomorrow.,he will go to hunza tomorrow,he will go to hunza tomorrow,0.0,0.0
P-082_Case_57.wav,Last year it had rained in October.,Last year it had rained in October.,last year it had rained in october,last year it had rained in october,0.0,0.0
P-082_Case_58.wav,Ali went with Ahmed.,Ali went with Ahmed.,ali went with ahmed,ali went with ahmed,0.0,0.0
P-082_Case_59.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-082_Case_64.wav,She cooked food for her brother.,She cooked food for her brother.,she cooked food for her brother,she cooked food for her brother,0.0,0.0
P-082_Cau_317.wav,I made the girl clean the room.,I made the girl clean the room.,i made the girl clean the room,i made the girl clean the room,0.0,0.0
P-082_Cau_321.wav,Aqsa made him food.,Aqsa made him food.,aqsa made him food,aqsa made him food,0.0,0.0
P-082_Cau_327.wav,He made the child sit quietly.,He made the child sit quietly.,he made the child sit quietly,he made the child sit quietly,0.0,0.0
P-082_Cau_333.wav,The rain made the road muddy.,The rain made the road muddy.,the rain made the road muddy,the rain made the road muddy,0.0,0.0
P-082_Cau_334.wav,The cold weather made him sick.,The cold weather made him sick.,the cold weather made him sick,the cold weather made him sick,0.0,0.0
P-082_Cau_340.wav,They made her clean the house.,They made her clean the house.,they made her clean the house,they made her clean the house,0.0,0.0
P-082_Cau_341.wav,The heat made the ice melt.,The heat made the ice melt.,the heat made the ice melt,the heat made the ice melt,0.0,0.0
P-082_Cau_342.wav,The smell made me feel sick.,The smell made me feel sick.,the smell made me feel sick,the smell made me feel sick,0.0,0.0
P-082_Cls_203.wav,I have five cars.,I have five cars.,i have five cars,i have five cars,0.0,0.0
P-082_Cls_205.wav,She ate four oranges.,She ate four oranges.,she ate four oranges,she ate four oranges,0.0,0.0
P-082_Cls_207.wav,He bought three pieces of cloth.,He bought three pieces of cloth.,he bought three pieces of cloth,he bought three pieces of cloth,0.0,0.0
P-082_Cls_208.wav,We need five sheets of paper.,We need five sheets of paper.,we need five sheets of paper,we need five sheets of paper,0.0,0.0
P-082_Cls_209.wav,She picked six small stones.,She picked six small stones.,she picked six small stones,she picked six small stones,0.0,0.0
P-082_Cls_213.wav,He broke two glass bottles.,He broke two glass bottles.,he broke two glass bottles,he broke two glass bottles,0.0,0.0
P-082_ECV_164.wav,Emaan kicked me and ran away.,Emaan kicked me and ran away.,emaan kicked me and ran away,emaan kicked me and ran away,0.0,0.0
P-082_ECV_165.wav,Sleep after eating.,Eat and sleep.,sleep after eating,eat and sleep,100.0,77.78
P-082_ECV_166.wav,"Having eaten this food, he went to sleep.","Having eaten this food, he went to sleep.",having eaten this food he went to sleep,having eaten this food he went to sleep,0.0,0.0
P-082_ECV_169.wav,"He came, sat, ate and went away.","He came, sat, ate and went away.",he came sat ate and went away,he came sat ate and went away,0.0,0.0
P-082_ECV_175.wav,Wash your hands before eating.,Wash your hands before eating.,wash your hands before eating,wash your hands before eating,0.0,0.0
P-082_ECV_176.wav,"After studying, he played outside.","After studying, he (not here) kept an eye on him.",after studying he played outside,after studying he not here kept an eye on him,140.0,68.75
P-082_Imp_475.wav,Close the window.,Close the window.,close the window,close the window,0.0,0.0
P-082_Imp_480.wav,Speak slowly.,Speak slowly.,speak slowly,speak slowly,0.0,0.0
P-082_Imp_481.wav,Do not go there.,Do not go there.,do not go there,do not go there,0.0,0.0
P-082_Imp_483.wav,Do not speak loudly.,Do not speak loudly.,do not speak loudly,do not speak loudly,0.0,0.0
P-082_Imp_484.wav,Do not run inside.,Do not run inside.,do not run inside,do not run inside,0.0,0.0
P-082_Imp_486.wav,Go and bring milk.,Go and buy some more.,go and bring milk,go and buy some more,75.0,58.82
P-082_Imp_488.wav,Come and help me.,Come and help me.,come and help me,come and help me,0.0,0.0
P-082_Imp_495.wav,Let her sit here.,She made them sit here.,let her sit here,she made them sit here,75.0,56.25
P-082_Int_214.wav,What is your name?,What is your name?,what is your name,what is your name,0.0,0.0
P-082_Int_218.wav,When will you return?,When will you return?,when will you return,when will you return,0.0,0.0
P-082_Int_227.wav,What did she say?,What did she say?,what did she say,what did she say,0.0,0.0
P-082_Int_237.wav,Are you feeling better now?,Are you feeling better now?,are you feeling better now,are you feeling better now,0.0,0.0
P-082_Int_239.wav,Why are they shouting?,Why are they shouting?,why are they shouting,why are they shouting,0.0,0.0
P-082_Int_241.wav,How can I solve this problem?,How can I solve this problem?,how can i solve this problem,how can i solve this problem,0.0,0.0
P-082_Int_242.wav,Will you walk with me?,Will you walk with me?,will you walk with me,will you walk with me,0.0,0.0
P-082_Int_349.wav,Why are you crying?,Why are you crying?,why are you crying,why are you crying,0.0,0.0
P-082_Int_352.wav,Will she stay here?,Will she stay here?,will she stay here,will she stay here,0.0,0.0
P-082_Int_366.wav,Whose child is this?,Whose child is this?,whose child is this,whose child is this,0.0,0.0
P-082_Int_371.wav,Why didn’t you tell me?,Why didn’t you tell me?,why didn’t you tell me,why didn’t you tell me,0.0,0.0
P-082_Int_375.wav,Where did he go?,Where did he go?,where did he go,where did he go,0.0,0.0
P-082_Neg_100.wav,I didn’t eat yesterday.,I didn’t eat yesterday.,i didn’t eat yesterday,i didn’t eat yesterday,0.0,0.0
P-082_Neg_104.wav,He left without informing anyone.,He left without informing anyone.,he left without informing anyone,he left without informing anyone,0.0,0.0
P-082_Neg_108.wav,Do not enter.,Do not enter.,do not enter,do not enter,0.0,0.0
P-082_Neg_114.wav,She did not eat anything yesterday.,(upbeat music),she did not eat anything yesterday,upbeat music,100.0,85.29
P-082_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,nothing can be done about his illness,nothing can be done about his illness,0.0,0.0
P-082_Pas_439.wav,The food was cooked by her.,The food was cooked by the children.,the food was cooked by her,the food was cooked by the children,33.33,34.62
P-082_Pas_444.wav,The car was repaired yesterday.,The car was repaired yesterday.,the car was repaired yesterday,the car was repaired yesterday,0.0,0.0
P-082_Pas_447.wav,The glass was broken by the child.,The glass was broken by the child.,the glass was broken by the child,the glass was broken by the child,0.0,0.0
P-082_Pas_449.wav,The room will be cleaned soon.,The room will be cleaned soon.,the room will be cleaned soon,the room will be cleaned soon,0.0,0.0
P-082_Pas_450.wav,The work will be finished by tomorrow.,The work will be finished by tomorrow.,the work will be finished by tomorrow,the work will be finished by tomorrow,0.0,0.0
P-082_Pas_451.wav,The tree was cut down by the men.,The tree was cut down by the men.,the tree was cut down by the men,the tree was cut down by the men,0.0,0.0
P-082_Pas_454.wav,The children were fed.,The children were fed.,the children were fed,the children were fed,0.0,0.0
P-082_Pas_456.wav,The books were taken from the shelf.,The books were taken from the shelf.,the books were taken from the shelf,the books were taken from the shelf,0.0,0.0
P-082_Pas_457.wav,The door will be painted tomorrow.,The door will be painted tomorrow.,the door will be painted tomorrow,the door will be painted tomorrow,0.0,0.0
P-082_Pas_460.wav,The meeting was canceled.,The meeting was canceled.,the meeting was canceled,the meeting was canceled,0.0,0.0
P-082_Pos_380.wav,We have three goats.,We have three goats.,we have three goats,we have three goats,0.0,0.0
P-082_Pos_381.wav,She has a daughter.,She has a daughter.,she has a daughter,she has a daughter,0.0,0.0
P-082_Pos_390.wav,They have a plan.,They have a plan.,they have a plan,they have a plan,0.0,0.0
P-082_Pos_396.wav,Our village has a small clinic.,Our village has a small clinic.,our village has a small clinic,our village has a small clinic,0.0,0.0
P-082_Pos_399.wav,The classroom has big windows.,The road is long and muddy.,the classroom has big windows,the road is long and muddy,100.0,68.97
P-082_Pos_405.wav,They have everything they need.,They have everything they need.,they have everything they need,they have everything they need,0.0,0.0
P-082_Pro_254.wav,This is my house.,This is my house.,this is my house,this is my house,0.0,0.0
P-082_Pro_259.wav,She talked about herself.,She talked about herself.,she talked about herself,she talked about herself,0.0,0.0
P-082_Pro_265.wav,That is a big tree.,That is a big tree.,that is a big tree,that is a big tree,0.0,0.0
P-082_Pro_268.wav,Come here.,Come here.,come here,come here,0.0,0.0
P-082_Pro_270.wav,Put it over there.,Put it over there.,put it over there,put it over there,0.0,0.0
P-082_Pro_271.wav,Leave it over there.,Leave it over there.,leave it over there,leave it over there,0.0,0.0
P-082_Pro_276.wav,I will start now.,I will go with you.,i will start now,i will go with you,75.0,50.0
P-082_Pro_278.wav,They already left.,They already left.,they already left,they already left,0.0,0.0
P-082_Ref_128.wav,Nobody loved her.,Nobody loved her.,nobody loved her,nobody loved her,0.0,0.0
P-082_Ref_129.wav,Who praises himself?,Who praises himself?,who praises himself,who praises himself,0.0,0.0
P-082_Ref_131.wav,The door opened by itself.,The door opened by itself.,the door opened by itself,the door opened by itself,0.0,0.0
P-082_Ref_134.wav,They follow each other.,They follow each other.,they follow each other,they follow each other,0.0,0.0
P-082_Ref_137.wav,They defended themselves in court.,They are sitting in the court with their hands up.,they defended themselves in court,they are sitting in the court with their hands up,140.0,106.06
P-082_Ref_139.wav,The cat cleaned itself.,The cat cleaned itself.,the cat cleaned itself,the cat cleaned itself,0.0,0.0
P-082_Ref_140.wav,She taught herself to read.,She taught herself to read.,she taught herself to read,she taught herself to read,0.0,0.0
P-082_Ref_153.wav,They hugged each other and cried.,They hugged each other and cried.,they hugged each other and cried,they hugged each other and cried,0.0,0.0
P-082_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-082_Simple_18.wav,I will go when my mother comes.,"When my mother came, I went.",i will go when my mother comes,when my mother came i went,85.71,60.0
P-082_Simple_20.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-082_Simple_21a.wav,She (right here) wanted to sleep early.,She (right here) wanted to sleep early.,she right here wanted to sleep early,she right here wanted to sleep early,0.0,0.0
P-082_Simple_23b.wav,They (not here) are eating because they are hungry.,They (not here) are eating because they are hungry.,they not here are eating because they are hungry,they not here are eating because they are hungry,0.0,0.0
P-082_Simple_28.wav,We waited until the bus arrived.,We waited until the bus arrived.,we waited until the bus arrived,we waited until the bus arrived,0.0,0.0
P-082_Simple_30.wav,I will call you if I need help.,I will go and buy some ripe fruits.,i will call you if i need help,i will go and buy some ripe fruits,75.0,73.33
P-082_Simple_4.wav,I am Ali.,I am Ali.,i am ali,i am ali,0.0,0.0
P-082_Simple_6.wav,I have a headache.,I have a headache.,i have a headache,i have a headache,0.0,0.0
P-082_Simple_7b.wav,She (not here) saw a man.,She (not here) saw a man.,she not here saw a man,she not here saw a man,0.0,0.0
P-082_Simple_9.wav,It is raining.,It is raining.,it is raining,it is raining,0.0,0.0
P-082_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-082_TAM_77.wav,She goes to the market daily.,She goes to the market daily.,she goes to the market daily,she goes to the market daily,0.0,0.0
P-082_TAM_79.wav,She will walk home after sunset.,She will walk home after sunset.,she will walk home after sunset,she will walk home after sunset,0.0,0.0
P-082_TAM_82.wav,I might walk there later.,I will walk when I arrive.,i might walk there later,i will walk when i arrive,80.0,58.33
P-082_TAM_86.wav,We used to walk together every evening.,We used to walk together every evening.,we used to walk together every evening,we used to walk together every evening,0.0,0.0
P-082_TAM_89.wav,He (not here) will have walked by the time we start.,He (not here) will have walked by the time we start.,he not here will have walked by the time we start,he not here will have walked by the time we start,0.0,0.0
P-082_Val_281.wav,The door opened.,The door opened.,the door opened,the door opened,0.0,0.0
P-082_Val_289.wav,The light turned off.,The light turned off.,the light turned off,the light turned off,0.0,0.0
P-082_Val_291.wav,The leaves fell.,The leaves fell.,the leaves fell,the leaves fell,0.0,0.0
P-082_Val_300.wav,The noise made the baby cry.,The noise made the baby cry.,the noise made the baby cry,the noise made the baby cry,0.0,0.0
P-082_Val_303.wav,The boy slept.,The boy slept.,the boy slept,the boy slept,0.0,0.0
P-083_Case_32.wav,She (right here) hit the bear.,She (right here) hit the bear.,she right here hit the bear,she right here hit the bear,0.0,0.0
P-083_Case_42.wav,Give ten rupees to each one of them.,Give ten rupees to each one of them.,give ten rupees to each one of them,give ten rupees to each one of them,0.0,0.0
P-083_Case_45.wav,She wrote with a pen.,She wrote with a pen.,she wrote with a pen,she wrote with a pen,0.0,0.0
P-083_Case_47.wav,We are at home.,We are at home.,we are at home,we are at home,0.0,0.0
P-083_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,he wrote the letter with a pen,he wrote the letter with a pen,0.0,0.0
P-083_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-083_Case_54.wav,He will go to Hunza tomorrow.,He will go to Hunza tomorrow.,he will go to hunza tomorrow,he will go to hunza tomorrow,0.0,0.0
P-083_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-083_Simple_18.wav,I will go when my mother comes.,I will go when my mother comes.,i will go when my mother comes,i will go when my mother comes,0.0,0.0
P-083_Simple_2.wav,The monkey is on the tree.,The monkey is on the tree.,the monkey is on the tree,the monkey is on the tree,0.0,0.0
P-083_Simple_3.wav,That house is big.,That house is big.,that house is big,that house is big,0.0,0.0
P-083_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,he right here met a new teacher at school,he right here met a new teacher at school,0.0,0.0
P-083_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,i walk to the field every day,i walk to the field every day,0.0,0.0
P-083_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-083_TAM_79.wav,She will walk home after sunset.,She will walk home after sunset.,she will walk home after sunset,she will walk home after sunset,0.0,0.0
P-083_TAM_83.wav,You should not walk at night.,You should not walk at night.,you should not walk at night,you should not walk at night,0.0,0.0
P-083_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,they had walked far before it started raining,they had walked far before it started raining,0.0,0.0
P-085_ECV_165.wav,Sleep after eating.,Sleep after eating.,sleep after eating,sleep after eating,0.0,0.0
P-085_ECV_166.wav,"Having eaten this food, he went to sleep.","Having eaten this food, he went to sleep.",having eaten this food he went to sleep,having eaten this food he went to sleep,0.0,0.0
P-085_ECV_168.wav,Hassan went to swim.,Hassan went to swim.,hassan went to swim,hassan went to swim,0.0,0.0
P-085_ECV_172.wav,"He stood up, picked the bag, and left.","He stood up, picked the bag, and left.",he stood up picked the bag and left,he stood up picked the bag and left,0.0,0.0
