filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-076_Simple_7b.wav,She (not here) saw a man.,She (not here) saw a man.,she not here saw a man,she not here saw a man,0.0,0.0
P-076_TAM_65.wav,I am walking to field now.,I am walking to field now.,i am walking to field now,i am walking to field now,0.0,0.0
P-076_TAM_67.wav,I fell down when she pushed me.,I fell down when she pushed me.,i fell down when she pushed me,i fell down when she pushed me,0.0,0.0
P-076_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-076_TAM_73.wav,We walk to school daily.,We walk to school daily.,we walk to school daily,we walk to school daily,0.0,0.0
P-076_TAM_77.wav,She goes to the market daily.,She goes to the market daily.,she goes to the market daily,she goes to the market daily,0.0,0.0
P-076_TAM_80.wav,They are not walking today.,They are not walking today.,they are not walking today,they are not walking today,0.0,0.0
P-076_TAM_82.wav,I might walk there later.,I might walk there later.,i might walk there later,i might walk there later,0.0,0.0
P-076_TAM_85.wav,I was not walking when you called me.,I was not walking when you called me.,i was not walking when you called me,i was not walking when you called me,0.0,0.0
P-076_TAM_86.wav,We used to walk together every evening.,We used to walk together every evening.,we used to walk together every evening,we used to walk together every evening,0.0,0.0
P-076_TAM_90.wav,"I want to walk, but I am tired.","I want to walk, but I am tired.",i want to walk but i am tired,i want to walk but i am tired,0.0,0.0
P-076_Val_285.wav,The pot broke.,The pot broke.,the pot broke,the pot broke,0.0,0.0
P-076_Val_292.wav,The boy fell.,The boy fell.,the boy fell,the boy fell,0.0,0.0
P-076_Val_305.wav,She ate rice.,She ate rice.,she ate rice,she ate rice,0.0,0.0
P-076_Val_311.wav,The window opened by itself.,The window opened by itself.,the window opened by itself,the window opened by itself,0.0,0.0
P-082_Adp_407.wav,She is in the room.,She is in the room.,she is in the room,she is in the room,0.0,0.0
P-082_Adp_416.wav,He is standing outside the gate.,He is standing outside the door.,he is standing outside the gate,he is standing outside the door,16.67,12.9
P-082_Adp_433.wav,The store is across the road.,The store is across the road.,the store is across the road,the store is across the road,0.0,0.0
P-082_Adp_435.wav,He put the cup on top of the shelf.,He put the cup on top of the shelf.,he put the cup on top of the shelf,he put the cup on top of the shelf,0.0,0.0
P-082_Case_35.wav,Ayesha loves her.,Ayesha loves her.,ayesha loves her,ayesha loves her,0.0,0.0
P-082_Case_36.wav,They (not here) love us.,They (not here) love us.,they not here love us,they not here love us,0.0,0.0
P-082_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-082_Case_41.wav,He is working only for his family.,He is working only for his family.,he is working only for his family,he is working only for his family,0.0,0.0
P-082_Case_45.wav,She wrote with a pen.,She wrote with a pen.,she wrote with a pen,she wrote with a pen,0.0,0.0
P-082_Case_47.wav,We are at home.,We are at home.,we are at home,we are at home,0.0,0.0
P-082_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-082_Case_54.wav,He will go to Hunza tomorrow.,He will go to Hunza tomorrow.,he will go to hunza tomorrow,he will go to hunza tomorrow,0.0,0.0
P-082_Case_57.wav,Last year it had rained in October.,Last year it had rained in October.,last year it had rained in october,last year it had rained in october,0.0,0.0
P-082_Case_58.wav,Ali went with Ahmed.,Ali went with Ahmed.,ali went with ahmed,ali went with ahmed,0.0,0.0
P-082_Case_59.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-082_Case_64.wav,She cooked food for her brother.,She cooked food for her brother.,she cooked food for her brother,she cooked food for her brother,0.0,0.0
P-082_Cau_317.wav,I made the girl clean the room.,I made the girl clean the room.,i made the girl clean the room,i made the girl clean the room,0.0,0.0
P-082_Cau_321.wav,Aqsa made him food.,Aqsa made him food.,aqsa made him food,aqsa made him food,0.0,0.0
P-082_Cau_327.wav,He made the child sit quietly.,He made the child sit quietly.,he made the child sit quietly,he made the child sit quietly,0.0,0.0
P-082_Cau_333.wav,The rain made the road muddy.,The rain made the road muddy.,the rain made the road muddy,the rain made the road muddy,0.0,0.0
P-082_Cau_334.wav,The cold weather made him sick.,The cold weather made him sick.,the cold weather made him sick,the cold weather made him sick,0.0,0.0
P-082_Cau_340.wav,They made her clean the house.,They made her clean the house.,they made her clean the house,they made her clean the house,0.0,0.0
P-082_Cau_341.wav,The heat made the ice melt.,The heat made the ice melt.,the heat made the ice melt,the heat made the ice melt,0.0,0.0
P-082_Cau_342.wav,The smell made me feel sick.,The smell made me feel sick.,the smell made me feel sick,the smell made me feel sick,0.0,0.0
P-082_Cls_203.wav,I have five cars.,I have five cars.,i have five cars,i have five cars,0.0,0.0
P-082_Cls_205.wav,She ate four oranges.,She ate four oranges.,she ate four oranges,she ate four oranges,0.0,0.0
P-082_Cls_207.wav,He bought three pieces of cloth.,He bought three pieces of cloth.,he bought three pieces of cloth,he bought three pieces of cloth,0.0,0.0
P-082_Cls_208.wav,We need five sheets of paper.,We need five sheets of paper.,we need five sheets of paper,we need five sheets of paper,0.0,0.0
P-082_Cls_209.wav,She picked six small stones.,She picked six small stones.,she picked six small stones,she picked six small stones,0.0,0.0
P-082_Cls_213.wav,He broke two glass bottles.,He broke two glass bottles.,he broke two glass bottles,he broke two glass bottles,0.0,0.0
P-082_ECV_164.wav,Emaan kicked me and ran away.,Emaan kicked me and ran away.,emaan kicked me and ran away,emaan kicked me and ran away,0.0,0.0
P-082_ECV_165.wav,Sleep after eating.,Eat and sleep.,sleep after eating,eat and sleep,100.0,77.78
P-082_ECV_166.wav,"Having eaten this food, he went to sleep.","Having eaten this food, he went to sleep.",having eaten this food he went to sleep,having eaten this food he went to sleep,0.0,0.0
P-082_ECV_169.wav,"He came, sat, ate and went away.","He came, sat, ate and went away.",he came sat ate and went away,he came sat ate and went away,0.0,0.0
P-082_ECV_175.wav,Wash your hands before eating.,Wash your hands before eating.,wash your hands before eating,wash your hands before eating,0.0,0.0
P-082_ECV_176.wav,"After studying, he played outside.","After studying, he played outside.",after studying he played outside,after studying he played outside,0.0,0.0
P-082_Imp_475.wav,Close the window.,Close the window.,close the window,close the window,0.0,0.0
P-082_Imp_480.wav,Speak slowly.,Speak slowly.,speak slowly,speak slowly,0.0,0.0
P-082_Imp_481.wav,Do not go there.,Do not go there.,do not go there,do not go there,0.0,0.0
P-082_Imp_483.wav,Do not speak loudly.,Do not speak loudly.,do not speak loudly,do not speak loudly,0.0,0.0
P-082_Imp_484.wav,Do not run inside.,Do not run inside.,do not run inside,do not run inside,0.0,0.0
P-082_Imp_486.wav,Go and bring milk.,Go and bring milk.,go and bring milk,go and bring milk,0.0,0.0
P-082_Imp_488.wav,Come and help me.,Come and help me.,come and help me,come and help me,0.0,0.0
P-082_Imp_495.wav,Let her sit here.,He made her clean the room.,let her sit here,he made her clean the room,125.0,100.0
P-082_Int_214.wav,What is your name?,What is your name?,what is your name,what is your name,0.0,0.0
P-082_Int_218.wav,When will you return?,When will you return?,when will you return,when will you return,0.0,0.0
P-082_Int_227.wav,What did she say?,What did she say?,what did she say,what did she say,0.0,0.0
P-082_Int_237.wav,Are you feeling better now?,Are you feeling better now?,are you feeling better now,are you feeling better now,0.0,0.0
P-082_Int_239.wav,Why are they shouting?,Why are they shouting?,why are they shouting,why are they shouting,0.0,0.0
P-082_Int_241.wav,How can I solve this problem?,How can I solve this problem?,how can i solve this problem,how can i solve this problem,0.0,0.0
P-082_Int_242.wav,Will you walk with me?,Will you walk with me?,will you walk with me,will you walk with me,0.0,0.0
P-082_Int_349.wav,Why are you crying?,Why are you crying?,why are you crying,why are you crying,0.0,0.0
P-082_Int_352.wav,Will she stay here?,Will she stay here?,will she stay here,will she stay here,0.0,0.0
P-082_Int_366.wav,Whose child is this?,Whose child is this?,whose child is this,whose child is this,0.0,0.0
P-082_Int_371.wav,Why didn’t you tell me?,Why didn’t you tell me?,why didn’t you tell me,why didn’t you tell me,0.0,0.0
P-082_Int_375.wav,Where did he go?,Where did he go?,where did he go,where did he go,0.0,0.0
P-082_Neg_100.wav,I didn’t eat yesterday.,I didn’t eat yesterday.,i didn’t eat yesterday,i didn’t eat yesterday,0.0,0.0
P-082_Neg_104.wav,He left without informing anyone.,He left without informing anyone.,he left without informing anyone,he left without informing anyone,0.0,0.0
P-082_Neg_108.wav,Do not enter.,Do not enter.,do not enter,do not enter,0.0,0.0
P-082_Neg_114.wav,She did not eat anything yesterday.,He was not hurt.,she did not eat anything yesterday,he was not hurt,83.33,70.59
P-082_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,nothing can be done about his illness,nothing can be done about his illness,0.0,0.0
P-082_Pas_439.wav,The food was cooked by her.,The food was cooked by her.,the food was cooked by her,the food was cooked by her,0.0,0.0
P-082_Pas_444.wav,The car was repaired yesterday.,The car was repaired yesterday.,the car was repaired yesterday,the car was repaired yesterday,0.0,0.0
P-082_Pas_447.wav,The glass was broken by the child.,The glass was broken by the child.,the glass was broken by the child,the glass was broken by the child,0.0,0.0
P-082_Pas_449.wav,The room will be cleaned soon.,The room will be cleaned soon.,the room will be cleaned soon,the room will be cleaned soon,0.0,0.0
P-082_Pas_450.wav,The work will be finished by tomorrow.,The work will be finished by tomorrow.,the work will be finished by tomorrow,the work will be finished by tomorrow,0.0,0.0
P-082_Pas_451.wav,The tree was cut down by the men.,The tree was cut down by the men.,the tree was cut down by the men,the tree was cut down by the men,0.0,0.0
P-082_Pas_454.wav,The children were fed.,The children were fed.,the children were fed,the children were fed,0.0,0.0
P-082_Pas_456.wav,The books were taken from the shelf.,The books were taken from the shelf.,the books were taken from the shelf,the books were taken from the shelf,0.0,0.0
P-082_Pas_457.wav,The door will be painted tomorrow.,The door will be painted tomorrow.,the door will be painted tomorrow,the door will be painted tomorrow,0.0,0.0
P-082_Pas_460.wav,The meeting was canceled.,The meeting was canceled.,the meeting was canceled,the meeting was canceled,0.0,0.0
P-082_Pos_380.wav,We have three goats.,We have three goats.,we have three goats,we have three goats,0.0,0.0
P-082_Pos_381.wav,She has a daughter.,She has a daughter.,she has a daughter,she has a daughter,0.0,0.0
P-082_Pos_390.wav,They have a plan.,They have a plan.,they have a plan,they have a plan,0.0,0.0
P-082_Pos_396.wav,Our village has a small clinic.,Our village has a small clinic.,our village has a small clinic,our village has a small clinic,0.0,0.0
P-082_Pos_399.wav,The classroom has big windows.,The meeting was held at the big window.,the classroom has big windows,the meeting was held at the big window,120.0,72.41
P-082_Pos_405.wav,They have everything they need.,They have everything they need.,they have everything they need,they have everything they need,0.0,0.0
P-082_Pro_254.wav,This is my house.,This is my house.,this is my house,this is my house,0.0,0.0
P-082_Pro_259.wav,She talked about herself.,She talked about herself.,she talked about herself,she talked about herself,0.0,0.0
P-082_Pro_265.wav,That is a big tree.,That is a big tree.,that is a big tree,that is a big tree,0.0,0.0
P-082_Pro_268.wav,Come here.,Come here.,come here,come here,0.0,0.0
P-082_Pro_270.wav,Put it over there.,Put it over there.,put it over there,put it over there,0.0,0.0
P-082_Pro_271.wav,Leave it over there.,Leave it over there.,leave it over there,leave it over there,0.0,0.0
P-082_Pro_276.wav,I will start now.,I will start now.,i will start now,i will start now,0.0,0.0
P-082_Pro_278.wav,They already left.,They already left.,they already left,they already left,0.0,0.0
P-082_Ref_128.wav,Nobody loved her.,Nobody loved her.,nobody loved her,nobody loved her,0.0,0.0
P-082_Ref_129.wav,Who praises himself?,Who praises himself?,who praises himself,who praises himself,0.0,0.0
P-082_Ref_131.wav,The door opened by itself.,The door opened by itself.,the door opened by itself,the door opened by itself,0.0,0.0
P-082_Ref_134.wav,They follow each other.,They follow each other.,they follow each other,they follow each other,0.0,0.0
P-082_Ref_137.wav,They defended themselves in court.,They defended themselves in court.,they defended themselves in court,they defended themselves in court,0.0,0.0
P-082_Ref_139.wav,The cat cleaned itself.,The cat cleaned itself.,the cat cleaned itself,the cat cleaned itself,0.0,0.0
P-082_Ref_140.wav,She taught herself to read.,She taught herself to read.,she taught herself to read,she taught herself to read,0.0,0.0
P-082_Ref_153.wav,They hugged each other and cried.,They hugged each other and cried.,they hugged each other and cried,they hugged each other and cried,0.0,0.0
P-082_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-082_Simple_18.wav,I will go when my mother comes.,I will go when my mother comes.,i will go when my mother comes,i will go when my mother comes,0.0,0.0
P-082_Simple_20.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-082_Simple_21a.wav,She (right here) wanted to sleep early.,She (right here) wanted to sleep early.,she right here wanted to sleep early,she right here wanted to sleep early,0.0,0.0
P-082_Simple_23b.wav,They (not here) are eating because they are hungry.,They (not here) are eating because they are hungry.,they not here are eating because they are hungry,they not here are eating because they are hungry,0.0,0.0
P-082_Simple_28.wav,We waited until the bus arrived.,We waited until the bus arrived.,we waited until the bus arrived,we waited until the bus arrived,0.0,0.0
P-082_Simple_30.wav,I will call you if I need help.,I will call you if I need help.,i will call you if i need help,i will call you if i need help,0.0,0.0
P-082_Simple_4.wav,I am Ali.,I am Ali.,i am ali,i am ali,0.0,0.0
P-082_Simple_6.wav,I have a headache.,I have a headache.,i have a headache,i have a headache,0.0,0.0
P-082_Simple_7b.wav,She (not here) saw a man.,She (not here) saw a man.,she not here saw a man,she not here saw a man,0.0,0.0
P-082_Simple_9.wav,It is raining.,It is raining.,it is raining,it is raining,0.0,0.0
P-082_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-082_TAM_77.wav,She goes to the market daily.,She goes to the market daily.,she goes to the market daily,she goes to the market daily,0.0,0.0
P-082_TAM_79.wav,She will walk home after sunset.,She will walk home after sunset.,she will walk home after sunset,she will walk home after sunset,0.0,0.0
P-082_TAM_82.wav,I might walk there later.,I might walk there later.,i might walk there later,i might walk there later,0.0,0.0
P-082_TAM_86.wav,We used to walk together every evening.,We used to walk together every evening.,we used to walk together every evening,we used to walk together every evening,0.0,0.0
P-082_TAM_89.wav,He (not here) will have walked by the time we start.,He (not here) will have walked by the time we start.,he not here will have walked by the time we start,he not here will have walked by the time we start,0.0,0.0
P-082_Val_281.wav,The door opened.,The door opened.,the door opened,the door opened,0.0,0.0
P-082_Val_289.wav,The light turned off.,The light turned off.,the light turned off,the light turned off,0.0,0.0
P-082_Val_291.wav,The leaves fell.,The leaves fell.,the leaves fell,the leaves fell,0.0,0.0
P-082_Val_300.wav,The noise made the baby cry.,The noise made the baby cry.,the noise made the baby cry,the noise made the baby cry,0.0,0.0
P-082_Val_303.wav,The boy slept.,The boy slept.,the boy slept,the boy slept,0.0,0.0
P-083_Case_32.wav,She (right here) hit the bear.,She (right here) hit the bear.,she right here hit the bear,she right here hit the bear,0.0,0.0
P-083_Case_42.wav,Give ten rupees to each one of them.,Give ten rupees to each one of them.,give ten rupees to each one of them,give ten rupees to each one of them,0.0,0.0
P-083_Case_45.wav,She wrote with a pen.,She wrote with a pen.,she wrote with a pen,she wrote with a pen,0.0,0.0
P-083_Case_47.wav,We are at home.,We are at home.,we are at home,we are at home,0.0,0.0
P-083_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,he wrote the letter with a pen,he wrote the letter with a pen,0.0,0.0
P-083_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-083_Case_54.wav,He will go to Hunza tomorrow.,He will go to Hunza tomorrow.,he will go to hunza tomorrow,he will go to hunza tomorrow,0.0,0.0
P-083_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-083_Simple_18.wav,I will go when my mother comes.,I will go when my mother comes.,i will go when my mother comes,i will go when my mother comes,0.0,0.0
P-083_Simple_2.wav,The monkey is on the tree.,The monkey is on the tree.,the monkey is on the tree,the monkey is on the tree,0.0,0.0
P-083_Simple_3.wav,That house is big.,That house is big.,that house is big,that house is big,0.0,0.0
P-083_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,he right here met a new teacher at school,he right here met a new teacher at school,0.0,0.0
P-083_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,i walk to the field every day,i walk to the field every day,0.0,0.0
P-083_TAM_72b.wav,We are headed to the market now.,We are headed to the market now.,we are headed to the market now,we are headed to the market now,0.0,0.0
P-083_TAM_79.wav,She will walk home after sunset.,She will walk home after sunset.,she will walk home after sunset,she will walk home after sunset,0.0,0.0
P-083_TAM_83.wav,You should not walk at night.,You should not walk at night.,you should not walk at night,you should not walk at night,0.0,0.0
P-083_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,they had walked far before it started raining,they had walked far before it started raining,0.0,0.0
P-085_ECV_165.wav,Sleep after eating.,Sleep after eating.,sleep after eating,sleep after eating,0.0,0.0
P-085_ECV_166.wav,"Having eaten this food, he went to sleep.","Having eaten this food, he went to sleep.",having eaten this food he went to sleep,having eaten this food he went to sleep,0.0,0.0
P-085_ECV_168.wav,Hassan went to swim.,Hassan went to swim.,hassan went to swim,hassan went to swim,0.0,0.0
P-085_ECV_172.wav,"He stood up, picked the bag, and left.","He stood up, picked the bag, and left.",he stood up picked the bag and left,he stood up picked the bag and left,0.0,0.0
P-085_ECV_174.wav,They shouted and clapped.,They shouted and clapped.,they shouted and clapped,they shouted and clapped,0.0,0.0
P-085_Pro_261.wav,She cut it with a knife.,She cut it with a knife.,she cut it with a knife,she cut it with a knife,0.0,0.0
P-085_Pro_278.wav,They already left.,They already left.,they already left,they already left,0.0,0.0
P-085_Pro_279.wav,Tomorrow we will go.,Tomorrow we will go.,tomorrow we will go,tomorrow we will go,0.0,0.0
P-087_Case_31.wav,He (not here) kicked the ball.,He (not here) kicked the ball.,he not here kicked the ball,he not here kicked the ball,0.0,0.0
P-087_Case_36.wav,They (not here) love us.,They (not here) love us.,they not here love us,they not here love us,0.0,0.0
P-087_Case_41.wav,He is working only for his family.,He is working only for his family.,he is working only for his family,he is working only for his family,0.0,0.0
P-087_Case_42.wav,Give ten rupees to each one of them.,Give ten rupees to each one of them.,give ten rupees to each one of them,give ten rupees to each one of them,0.0,0.0
P-087_Case_57.wav,Last year it had rained in October.,Last year it had rained in October.,last year it had rained in october,last year it had rained in october,0.0,0.0
P-087_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-087_Neg_103.wav,I had not eaten yet.,I had not eaten yet.,i had not eaten yet,i had not eaten yet,0.0,0.0
P-087_Neg_108.wav,Do not enter.,Do not enter.,do not enter,do not enter,0.0,0.0
P-087_Neg_109.wav,I have no money.,I have no money.,i have no money,i have no money,0.0,0.0
P-087_Neg_115.wav,I don’t see her anymore.,I don’t see her anymore.,i don’t see her anymore,i don’t see her anymore,0.0,0.0
P-087_Neg_121.wav,Not everyone passed.,Not everyone passed.,not everyone passed,not everyone passed,0.0,0.0
P-087_Neg_94c.wav,She (right here) is not a teacher.,She (right here) is not a teacher.,she right here is not a teacher,she right here is not a teacher,0.0,0.0
P-087_Neg_96.wav,He cannot sing.,He cannot sing.,he cannot sing,he cannot sing,0.0,0.0
P-087_Ref_126.wav,You cooked rice yourself.,You cooked rice yourself.,you cooked rice yourself,you cooked rice yourself,0.0,0.0
P-087_Ref_127.wav,Maryam bought a dress for herself.,Riyam bought a dress for herself.,maryam bought a dress for herself,riyam bought a dress for herself,16.67,9.09
P-087_Ref_136.wav,He hurt himself while running.,He hurt himself while running.,he hurt himself while running,he hurt himself while running,0.0,0.0
P-087_Ref_137.wav,They defended themselves in court.,They defended themselves in court.,they defended themselves in court,they defended themselves in court,0.0,0.0
P-087_Ref_142.wav,They prepared themselves for the exam.,They prepared themselves for the exam.,they prepared themselves for the exam,they prepared themselves for the exam,0.0,0.0
P-087_Ref_151.wav,The birds called to each other.,The birds called to each other.,the birds called to each other,the birds called to each other,0.0,0.0
P-087_Simple_19.wav,"If it rains a lot, the plants will grow better.","If it rains a lot, the plants will grow better.",if it rains a lot the plants will grow better,if it rains a lot the plants will grow better,0.0,0.0
P-087_Simple_3.wav,That house is big.,That house is big.,that house is big,that house is big,0.0,0.0
P-087_Simple_6.wav,I have a headache.,I have a headache.,i have a headache,i have a headache,0.0,0.0
P-087_Simple_8b.wav,He (not here) met a new teacher at school.,He (not here) met a new teacher at school.,he not here met a new teacher at school,he not here met a new teacher at school,0.0,0.0
P-087_Simple_9.wav,It is raining.,It is raining.,it is raining,it is raining,0.0,0.0
P-087_TAM_67.wav,I fell down when she pushed me.,I fell down when she pushed me.,i fell down when she pushed me,i fell down when she pushed me,0.0,0.0
P-087_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,i walk to the field every day,i walk to the field every day,0.0,0.0
P-087_TAM_76.wav,You walked to town yesterday.,You walked to town yesterday.,you walked to town yesterday,you walked to town yesterday,0.0,0.0
P-087_TAM_83.wav,You should not walk at night.,You should not walk at night.,you should not walk at night,you should not walk at night,0.0,0.0
P-087_TAM_85.wav,I was not walking when you called me.,I was not walking when you called me.,i was not walking when you called me,i was not walking when you called me,0.0,0.0
P-089_Case_34.wav,She loves me.,She loves me.,she loves me,she loves me,0.0,0.0
P-089_Cls_188.wav,This is a wooden door.,This is a wooden door.,this is a wooden door,this is a wooden door,0.0,0.0
P-089_Neg_96.wav,He cannot sing.,He cannot sing.,he cannot sing,he cannot sing,0.0,0.0
P-089_Neg_97.wav,You may not go now.,You may not go now.,you may not go now,you may not go now,0.0,0.0
P-089_Neg_99.wav,You must not move now.,You must not move now.,you must not move now,you must not move now,0.0,0.0
P-089_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-089_Simple_4.wav,I am Ali.,I am Ali.,i am ali,i am ali,0.0,0.0
P-089_Simple_7a.wav,She (right here) saw a man.,She (right here) saw a man.,she right here saw a man,she right here saw a man,0.0,0.0
P-089_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,he right here met a new teacher at school,he right here met a new teacher at school,0.0,0.0
P-091_Case_31.wav,He (not here) kicked the ball.,He (not here) kicked the ball.,he not here kicked the ball,he not here kicked the ball,0.0,0.0
P-091_Case_35.wav,Ayesha loves her.,Ayesha loves her.,ayesha loves her,ayesha loves her,0.0,0.0
P-091_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-091_Case_43.wav,She gave bread to the child.,She gave bread to the child.,she gave bread to the child,she gave bread to the child,0.0,0.0
P-091_Case_53.wav,Leaves are falling down from the tree.,"If it rains, the plants will grow better.",leaves are falling down from the tree,if it rains the plants will grow better,114.29,75.68
P-091_Case_57.wav,Last year it had rained in October.,Last year it had rained in October.,last year it had rained in october,last year it had rained in october,0.0,0.0
P-091_Case_60.wav,He came with his friend.,He came with his friend.,he came with his friend,he came with his friend,0.0,0.0
P-091_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-091_Neg_100.wav,I didn’t eat yesterday.,I didn’t eat yesterday.,i didn’t eat yesterday,i didn’t eat yesterday,0.0,0.0
P-091_Neg_95.wav,There is no water in the river.,There is no water in the river.,there is no water in the river,there is no water in the river,0.0,0.0
P-091_Pas_438.wav,The food was cooked.,The food was cooked.,the food was cooked,the food was cooked,0.0,0.0
P-091_Pas_441.wav,The house was built by them.,They have gone.,the house was built by them,they have gone,100.0,74.07
P-091_Pas_446.wav,The glass was broken.,The glass broke.,the glass was broken,the glass broke,50.0,25.0
P-091_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-091_Simple_13a.wav,She (right here) said that the woman is sleeping on the floor.,She (right here) said that the woman is sleeping on the floor.,she right here said that the woman is sleeping on the floor,she right here said that the woman is sleeping on the floor,0.0,0.0
P-091_Simple_13b.wav,She (not here) said that the woman is sleeping on the floor.,She (not here) said that the woman is sleeping on the floor.,she not here said that the woman is sleeping on the floor,she not here said that the woman is sleeping on the floor,0.0,0.0
P-091_Simple_25.wav,He (right here) will study after he reaches home.,He (right here) will study after he reaches home.,he right here will study after he reaches home,he right here will study after he reaches home,0.0,0.0
P-091_Simple_5a.wav,Her (right here) name is Fatima.,Her (right here) name is Fatima.,her right here name is fatima,her right here name is fatima,0.0,0.0
P-091_Simple_8a.wav,He (right here) met a new teacher at school.,He (right here) met a new teacher at school.,he right here met a new teacher at school,he right here met a new teacher at school,0.0,0.0
P-091_TAM_66.wav,I was walking.,I was walking.,i was walking,i was walking,0.0,0.0
P-091_TAM_74.wav,We could walk anywhere.,We are walking to field now.,we could walk anywhere,we are walking to field now,125.0,86.36
P-091_TAM_75.wav,You walk to school daily.,You walk to school daily.,you walk to school daily,you walk to school daily,0.0,0.0
P-091_TAM_76.wav,You walked to town yesterday.,We walked to town yesterday.,you walked to town yesterday,we walked to town yesterday,20.0,10.71
P-091_TAM_77.wav,She goes to the market daily.,She goes to the market daily.,she goes to the market daily,she goes to the market daily,0.0,0.0
P-091_TAM_83.wav,You should not walk at night.,You should not walk at night.,you should not walk at night,you should not walk at night,0.0,0.0
P-091_TAM_84.wav,We will be walking when you arrive.,We will walk when you help us.,we will be walking when you arrive,we will walk when you help us,57.14,38.24
P-097_Case_39.wav,Ahmed gave a flower to his wife.,Ahmed gave a flower to his wife.,ahmed gave a flower to his wife,ahmed gave a flower to his wife,0.0,0.0
P-097_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-097_Case_43.wav,She gave bread to the child.,She gave bread to the child.,she gave bread to the child,she gave bread to the child,0.0,0.0
P-097_Case_44.wav,He cut the tree with an axe.,He cut the tree with an axe.,he cut the tree with an axe,he cut the tree with an axe,0.0,0.0
P-097_Case_45.wav,She wrote with a pen.,She wrote with a pen.,she wrote with a pen,she wrote with a pen,0.0,0.0
P-097_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,he wrote the letter with a pen,he wrote the letter with a pen,0.0,0.0
P-097_Case_49.wav,She broke the nut with a stone.,She broke the nut with a stone.,she broke the nut with a stone,she broke the nut with a stone,0.0,0.0
P-097_Case_50.wav,We washed the clothes with soap.,We washed the clothes with soap.,we washed the clothes with soap,we washed the clothes with soap,0.0,0.0
P-097_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-097_Case_59.wav,I will play with my brother.,I will play with my brother.,i will play with my brother,i will play with my brother,0.0,0.0
P-097_Case_63.wav,The children came from the river.,The children came from the river.,the children came from the river,the children came from the river,0.0,0.0
P-097_Simple_11.wav,We cooked rice in the morning.,We cooked rice in the morning.,we cooked rice in the morning,we cooked rice in the morning,0.0,0.0
P-097_Simple_12b.wav,He (not here) saw that they are playing with a stone.,He (not here) saw that they are playing with a stone.,he not here saw that they are playing with a stone,he not here saw that they are playing with a stone,0.0,0.0
P-097_Simple_15.wav,I know that tomorrow is a holiday.,I know that tomorrow is a holiday.,i know that tomorrow is a holiday,i know that tomorrow is a holiday,0.0,0.0
P-097_Simple_2.wav,The monkey is on the tree.,The monkey is on the tree.,the monkey is on the tree,the monkey is on the tree,0.0,0.0
P-097_Simple_21a.wav,She (right here) wanted to sleep early.,She (right here) wanted to sleep early.,she right here wanted to sleep early,she right here wanted to sleep early,0.0,0.0
P-097_Simple_23a.wav,They (right here) are eating because they are hungry.,They (right here) are eating because they are hungry.,they right here are eating because they are hungry,they right here are eating because they are hungry,0.0,0.0
P-097_Simple_26.wav,I told him (not here) that she is my sister.,I told him (not here) that she is my sister.,i told him not here that she is my sister,i told him not here that she is my sister,0.0,0.0
